f,neff_1(real),neff_1(imag),loss_1,beta_1(real),beta_1(imag),vg_1,D_1,neff_2(real),neff_2(imag),loss_2,beta_2(real),beta_2(imag),vg_2,D_2,neff_3(real),neff_3(imag),loss_3,beta_3(real),beta_3(imag),vg_3,D_3,neff_4(real),neff_4(imag),loss_4,beta_4(real),beta_4(imag),vg_4,D_4,neff_5(real),neff_5(imag),loss_5,beta_5(real),beta_5(imag),vg_5,D_5,neff_6(real),neff_6(imag),loss_6,beta_6(real),beta_6(imag),vg_6,D_6,neff_7(real),neff_7(imag),loss_7,beta_7(real),beta_7(imag),vg_7,D_7,neff_8(real),neff_8(imag),loss_8,beta_8(real),beta_8(imag),vg_8,D_8,neff_9(real),neff_9(imag),loss_9,beta_9(real),beta_9(imag),vg_9,D_9,neff_10(real),neff_10(imag),loss_10,beta_10(real),beta_10(imag),vg_10,D_10,neff_11(real),neff_11(imag),loss_11,beta_11(real),beta_11(imag),vg_11,D_11,neff_12(real),neff_12(imag),loss_12,beta_12(real),beta_12(imag),vg_12,D_12,neff_13(real),neff_13(imag),loss_13,beta_13(real),beta_13(imag),vg_13,D_13,neff_14(real),neff_14(imag),loss_14,beta_14(real),beta_14(imag),vg_14,D_14,neff_15(real),neff_15(imag),loss_15,beta_15(real),beta_15(imag),vg_15,D_15,neff_16(real),neff_16(imag),loss_16,beta_16(real),beta_16(imag),vg_16,D_16,neff_17(real),neff_17(imag),loss_17,beta_17(real),beta_17(imag),vg_17,D_17,neff_18(real),neff_18(imag),loss_18,beta_18(real),beta_18(imag),vg_18,D_18,neff_19(real),neff_19(imag),loss_19,beta_19(real),beta_19(imag),vg_19,D_19,neff_20(real),neff_20(imag),loss_20,beta_20(real),beta_20(imag),vg_20,D_20,neff_21(real),neff_21(imag),loss_21,beta_21(real),beta_21(imag),vg_21,D_21,neff_22(real),neff_22(imag),loss_22,beta_22(real),beta_22(imag),vg_22,D_22,neff_23(real),neff_23(imag),loss_23,beta_23(real),beta_23(imag),vg_23,D_23,neff_24(real),neff_24(imag),loss_24,beta_24(real),beta_24(imag),vg_24,D_24,neff_25(real),neff_25(imag),loss_25,beta_25(real),beta_25(imag),vg_25,D_25,neff_26(real),neff_26(imag),loss_26,beta_26(real),beta_26(imag),vg_26,D_26,neff_27(real),neff_27(imag),loss_27,beta_27(real),beta_27(imag),vg_27,D_27,neff_28(real),neff_28(imag),loss_28,beta_28(real),beta_28(imag),vg_28,D_28,neff_29(real),neff_29(imag),loss_29,beta_29(real),beta_29(imag),vg_29,D_29,neff_30(real),neff_30(imag),loss_30,beta_30(real),beta_30(imag),vg_30,D_30,neff_31(real),neff_31(imag),loss_31,beta_31(real),beta_31(imag),vg_31,D_31
7.494811450000e+14,1.102758400996e+00,3.783225624125e-02,5.161743582805e+06,1.732208845626e+07,5.942676913812e+05,8.948796582677e+07,-2.772561567834e-01,1.208581120695e+00,-1.384512480034e-07,-1.888996089357e+01,1.898434785022e+07,-2.174787118039e+00,9.818675692126e+07,-1.929050654245e-01,2.135189872239e+00,1.686179576302e-01,2.300583542238e+07,3.353948408323e+07,2.648644684772e+06,3.194391826007e+07,-6.477845399308e-01,2.581242492709e+00,1.163217538613e-01,1.587066504058e+07,4.054606226114e+07,1.827177836916e+06,3.782618083064e+07,-2.494388555307e-01,4.241206395898e+00,5.083606720208e-01,6.935952801283e+07,6.662071427855e+07,7.985310762973e+06,1.251870217928e+07,-1.381624762294e+00,4.243182045171e+00,5.081808694749e-01,6.933499617863e+07,6.665174770477e+07,7.982486431185e+06,1.252286034038e+07,-1.381739925119e+00,4.292451044326e+00,5.019449315535e-01,6.848417955424e+07,6.742566333374e+07,7.884532547376e+06,1.268248600922e+07,-1.392016087682e+00,4.300125284722e+00,5.012665832560e-01,6.839162731655e+07,6.754621002000e+07,7.873877077235e+06,1.269869822793e+07,-1.392291556221e+00,4.373812125682e+00,4.921478635194e-01,6.714749075797e+07,6.870368021113e+07,7.730640562563e+06,1.294131010341e+07,-1.405473759627e+00,4.390260070566e+00,4.907545791896e-01,6.695739433859e+07,6.896204392519e+07,7.708754903488e+06,1.297631759361e+07,-1.405570530668e+00,4.479874247270e+00,4.800431146605e-01,6.549594744674e+07,7.036970012115e+07,7.540499612120e+06,1.327643884197e+07,-1.418155091726e+00,4.507200758301e+00,4.778396211476e-01,6.519530800225e+07,7.079894395267e+07,7.505887216957e+06,1.333533863334e+07,-1.417483600624e+00,4.604137713172e+00,4.667369033177e-01,6.368047943520e+07,7.232162607908e+07,7.331486133110e+06,1.366575996200e+07,-1.427198220913e+00,4.643277686417e+00,4.637343625310e-01,6.327081987012e+07,7.293643534112e+07,7.284322332722e+06,1.375172011592e+07,-1.425223038892e+00,4.739699722974e+00,4.531932550123e-01,6.183261608594e+07,7.445102914958e+07,7.118743003015e+06,1.408635153969e+07,-1.431311946605e+00,4.790334887693e+00,4.494836274203e-01,6.132648326914e+07,7.524640445705e+07,7.060472309063e+06,1.420036578804e+07,-1.427775444736e+00,4.879788378504e+00,4.401549343268e-01,6.005369844223e+07,7.665153660491e+07,6.913937540612e+06,1.451642650227e+07,-1.430600605719e+00,4.940359461331e+00,4.358894783907e-01,5.947172972047e+07,7.760298494906e+07,6.846935915446e+06,1.465699014296e+07,-1.425572465353e+00,5.018116699767e+00,4.281393672958e-01,5.841432288872e+07,7.882439279422e+07,6.725197455045e+06,1.493652232780e+07,-1.426042637279e+00,5.085909555658e+00,4.235149684437e-01,5.778338084427e+07,7.988928048439e+07,6.652557567741e+06,1.509925482546e+07,-1.419855656408e+00,5.149081193340e+00,4.174748730820e-01,5.695928451562e+07,8.088157824868e+07,6.557679971663e+06,1.533004612173e+07,-1.418977904264e+00,5.220370467832e+00,4.127261617808e-01,5.631138157457e+07,8.200138755380e+07,6.483087388975e+06,1.550738580761e+07,-1.412134105215e+00,5.267850735724e+00,4.083494816170e-01,5.571423768218e+07,8.274720585780e+07,6.414338657726e+06,1.568337341445e+07,-1.410755282413e+00,5.338088987195e+00,4.037439630046e-01,5.508587161299e+07,8.385050573191e+07,6.341995340533e+06,1.586448067433e+07,-1.403846682966e+00,5.370389295584e+00,4.008567787470e-01,5.469195101996e+07,8.435787778963e+07,6.296643556266e+06,1.598568799124e+07,-1.402547448982e+00,5.434432266479e+00,3.966911700693e-01,5.412360522204e+07,8.536386242400e+07,6.231210328169e+06,1.615664935351e+07,-1.396198918031e+00,5.453444766915e+00,3.950326677250e-01,5.389732308391e+07,8.566251008249e+07,6.205158634265e+06,1.622870289950e+07,-1.395283032742e+00,5.505805338320e+00,3.916295026505e-01,5.343300328832e+07,8.648498801482e+07,6.151701842279e+06,1.637307174489e+07,-1.390109480295e+00,5.514524548146e+00,3.908822027200e-01,5.333104345288e+07,8.662194904248e+07,6.139963282421e+06,1.640635505654e+07,-1.389643405364e+00,5.549649385684e+00,3.885861145804e-01,5.301777061648e+07,8.717368870031e+07,6.103896414264e+06,1.650601701699e+07,-1.386211358281e+00,5.551869698257e+00,3.883978355216e-01,5.299208226690e+07,8.720856528866e+07,6.100938933724e+06,1.651452974677e+07,-1.386085988963e+00
7.478100610647e+14,1.097818974724e+00,3.649900717759e-02,4.968734914935e+06,1.720605085418e+07,5.720467473084e+05,9.150194496403e+07,-2.730405500778e-01,1.204532903906e+00,-1.719257796266e-07,-2.340484550310e+01,1.887857185685e+07,-2.694582417963e+00,1.003553930151e+08,-2.383194822736e-01,2.119180089021e+00,1.636195400980e-01,2.227408865383e+07,3.321378225405e+07,2.564399224717e+06,3.253176452387e+07,-6.181400988757e-01,2.569373452825e+00,1.145536872039e-01,1.559458596983e+07,4.026963580565e+07,1.795393059278e+06,3.814054457982e+07,-2.381767521461e-01,4.197576219563e+00,4.976289457566e-01,6.774393356598e+07,6.578835997639e+07,7.799308578491e+06,1.271023539776e+07,-1.312234118375e+00,4.199574092864e+00,4.974485184017e-01,6.771937137191e+07,6.581967252465e+07,7.796480751395e+06,1.271454170572e+07,-1.312383025441e+00,4.249629649931e+00,4.911809213800e-01,6.686614191274e+07,6.660419026414e+07,7.698249079715e+06,1.288069457969e+07,-1.323295429838e+00,4.257388580109e+00,4.905014685228e-01,6.677364566707e+07,6.672579551081e+07,7.687600055893e+06,1.289747071098e+07,-1.323688291646e+00,4.332233118790e+00,4.813490993727e-01,6.552770229307e+07,6.789882947028e+07,7.544155523908e+06,1.314991071110e+07,-1.337689890527e+00,4.348857541274e+00,4.799571182242e-01,6.533820712955e+07,6.815938304539e+07,7.522339086973e+06,1.318609573432e+07,-1.338000892727e+00,4.439842862611e+00,4.692249217944e-01,6.387719645451e+07,6.958539052199e+07,7.354134016921e+06,1.349822593506e+07,-1.351408678474e+00,4.467453163610e+00,4.670295762951e-01,6.357833654910e+07,7.001812511122e+07,7.319726498766e+06,1.355903901232e+07,-1.351034196186e+00,4.565824363792e+00,4.559261850317e-01,6.206679384943e+07,7.155989102335e+07,7.145703714381e+06,1.390251238447e+07,-1.361474982961e+00,4.605357707621e+00,4.529424335649e-01,6.166060553810e+07,7.217949474675e+07,7.098939556851e+06,1.399118600283e+07,-1.359858293951e+00,4.703154346185e+00,4.424198584250e-01,6.022813132754e+07,7.371225558915e+07,6.934019868684e+06,1.433888017761e+07,-1.366542872645e+00,4.754283523382e+00,4.387413951608e-01,5.972736951873e+07,7.451360011247e+07,6.876367534879e+06,1.445642898799e+07,-1.363407905573e+00,4.844964931713e+00,4.294446023266e-01,5.846176525373e+07,7.593484437877e+07,6.730659459167e+06,1.478470381861e+07,-1.366700656402e+00,4.906112523727e+00,4.252221021149e-01,5.788694183106e+07,7.689320691578e+07,6.664480466960e+06,1.492959455907e+07,-1.362100977560e+00,4.984899056615e+00,4.175097890698e-01,5.683703822913e+07,7.812802351369e+07,6.543605847817e+06,1.521984086332e+07,-1.362925541546e+00,5.053325014785e+00,4.129376556111e-01,5.621461803449e+07,7.920045944633e+07,6.471947074729e+06,1.538759264468e+07,-1.357176696299e+00,5.117305507890e+00,4.069345029586e-01,5.539738829344e+07,8.020322187200e+07,6.377860023764e+06,1.562717231230e+07,-1.356557241545e+00,5.189251853655e+00,4.022435610937e-01,5.475879430334e+07,8.133083262797e+07,6.304339173660e+06,1.581002578721e+07,-1.350141449942e+00,5.237322569110e+00,3.978981266595e-01,5.416723542372e+07,8.208424206409e+07,6.236233440768e+06,1.599268082481e+07,-1.348941116583e+00,5.308203403866e+00,3.933512420213e-01,5.354825243752e+07,8.319515313001e+07,6.164970390925e+06,1.617948393540e+07,-1.342428781768e+00,5.340895680534e+00,3.904870253517e-01,5.315833680773e+07,8.370753721869e+07,6.120079695092e+06,1.630526548112e+07,-1.341243472571e+00,5.405523355677e+00,3.863758131479e-01,5.259866340291e+07,8.472044288956e+07,6.055644913148e+06,1.648167408974e+07,-1.335237353588e+00,5.424762161205e+00,3.847315325708e-01,5.237482185363e+07,8.502197153309e+07,6.029874202420e+06,1.655643910754e+07,-1.334385472873e+00,5.477602209518e+00,3.813732585249e-01,5.191764850028e+07,8.585013043665e+07,5.977240175003e+06,1.670546967472e+07,-1.329479215542e+00,5.486423768362e+00,3.806326915435e-01,5.181683257946e+07,8.598839019858e+07,5.965633313182e+06,1.674000304027e+07,-1.329041551402e+00,5.521872636304e+00,3.783668315375e-01,5.150837329263e+07,8.654397817671e+07,5.930120625399e+06,1.684292426132e+07,-1.325782112886e+00,5.524118793614e+00,3.781802972720e-01,5.148297974389e+07,8.657918206533e+07,5.927197085060e+06,1.685175634867e+07,-1.325663834003e+00
7.461389771293e+14,1.093021645831e+00,3.519224698125e-02,4.780135381322e+06,1.709258134934e+07,5.503334235763e+05,9.358436558038e+07,-2.686322396347e-01,1.200610985849e+00,-2.083627177685e-07,-2.830174498049e+01,1.877505447656e+07,-3.258358804889e+00,1.025080204558e+08,-2.264904145631e-01,2.103470454156e+00,1.588608525774e-01,2.157794535021e+07,3.289389555161e+07,2.484252765041e+06,3.311582551050e+07,-5.897270234080e-01,2.557594525478e+00,1.128583779930e-01,1.532946520893e+07,3.999544990907e+07,1.764869903683e+06,3.844691501901e+07,-2.272886801356e-01,4.154540029469e+00,4.874303860536e-01,6.620728808672e+07,6.496835052962e+07,7.622395729802e+06,1.289844995527e+07,-1.245591076928e+00,4.156560316169e+00,4.872491691922e-01,6.618267354217e+07,6.499994360456e+07,7.619561875635e+06,1.290290879458e+07,-1.245763490889e+00,4.207412519051e+00,4.809464371410e-01,6.532657837743e+07,6.579516611261e+07,7.521000277409e+06,1.307577870941e+07,-1.257319802669e+00,4.215256755563e+00,4.802653339215e-01,6.523406465986e+07,6.591783362905e+07,7.510349242060e+06,1.309313377692e+07,-1.257791317451e+00,4.291272599970e+00,4.710747419852e-01,6.398571374571e+07,6.710656306484e+07,7.366627531773e+06,1.335567847946e+07,-1.272642708204e+00,4.308074479257e+00,4.696831280129e-01,6.379669190833e+07,6.736930945201e+07,7.344865588523e+06,1.339306755252e+07,-1.273089139075e+00,4.400445151095e+00,4.589253780957e-01,6.233547515142e+07,6.881379431533e+07,7.176636792418e+06,1.371753252613e+07,-1.287383593212e+00,4.428340290249e+00,4.567369479978e-01,6.203822240292e+07,6.925001617521e+07,7.142414305041e+06,1.378029383905e+07,-1.287185979447e+00,4.528158438451e+00,4.456282736538e-01,6.052933985559e+07,7.081096405287e+07,6.968697782013e+06,1.413716218574e+07,-1.298452800823e+00,4.568085945075e+00,4.426618492256e-01,6.012641274575e+07,7.143534707185e+07,6.922309084178e+06,1.422858952942e+07,-1.297042190908e+00,4.667267360934e+00,4.321535993586e-01,5.869908538550e+07,7.298633778222e+07,6.757981949051e+06,1.458968161865e+07,-1.304453435259e+00,4.718890880433e+00,4.285046172534e-01,5.820344700026e+07,7.379362207521e+07,6.700919471183e+06,1.471080995385e+07,-1.301551368795e+00,4.810807683837e+00,4.192360058017e-01,5.694449875635e+07,7.523100938182e+07,6.555977698219e+06,1.505160751849e+07,-1.305461025524e+00,4.872531603145e+00,4.150545475477e-01,5.637653455231e+07,7.619624288473e+07,6.490588402740e+06,1.520087682336e+07,-1.301122984005e+00,4.952352533671e+00,4.073768647982e-01,5.533368090966e+07,7.744447593994e+07,6.370525440153e+06,1.550210556562e+07,-1.302453449765e+00,5.021410974041e+00,4.028548702769e-01,5.471946193077e+07,7.852440607160e+07,6.299810866923e+06,1.567493701771e+07,-1.296993681979e+00,5.086203570057e+00,3.968860952286e-01,5.390872788453e+07,7.953762728498e+07,6.206471660459e+06,1.592352412787e+07,-1.296770676179e+00,5.158806072628e+00,3.922506529434e-01,5.327909938461e+07,8.067297916578e+07,6.133983000558e+06,1.611196169805e+07,-1.290662851407e+00,5.207469155973e+00,3.879345262598e-01,5.269284327309e+07,8.143396840508e+07,6.066487771405e+06,1.630145001861e+07,-1.289754187874e+00,5.278991535950e+00,3.834439858368e-01,5.208289667979e+07,8.255242941883e+07,5.996265074741e+06,1.649402728330e+07,-1.283552298339e+00,5.312076821902e+00,3.806014074501e-01,5.169679148089e+07,8.306981436154e+07,5.951813070975e+06,1.662449676081e+07,-1.282562934522e+00,5.377288207918e+00,3.765424509121e-01,5.114546658910e+07,8.408958457802e+07,5.888339447115e+06,1.680643334479e+07,-1.276847051139e+00,5.396753818731e+00,3.749116031870e-01,5.092394981818e+07,8.439398617665e+07,5.862836386386e+06,1.688397723202e+07,-1.276109696430e+00,5.450072540421e+00,3.715964287277e-01,5.047365226440e+07,8.522777990014e+07,5.810993964649e+06,1.703774342547e+07,-1.271446372956e+00,5.458996642976e+00,3.708622305028e-01,5.037392669378e+07,8.536733427170e+07,5.799512634033e+06,1.707355792348e+07,-1.271061030743e+00,5.494769031919e+00,3.686253729503e-01,5.007009608200e+07,8.592673990690e+07,5.764532842160e+06,1.717979307897e+07,-1.267967977378e+00,5.497041078462e+00,3.684404903500e-01,5.004498362301e+07,8.596226998126e+07,5.761641663474e+06,1.718895246544e+07,-1.267862998107e+00
7.444678931940e+14,1.088365440386e+00,3.391174083015e-02,4.595888983265e+06,1.698164981547e+07,5.291212730961e+05,9.573660944129e+07,-2.640498980675e-01,1.196809414568e+00,-2.472796868705e-07,-3.351258180361e+01,1.867368957145e+07,-3.858278564437e+00,1.046610910987e+08,-2.239306603916e-01,2.088047455163e+00,1.543249977167e-01,2.091489671383e+07,3.257958160552e+07,2.407916469739e+06,3.369552568269e+07,-5.625522605768e-01,2.545900368272e+00,1.112310498298e-01,1.507458903600e+07,3.972341174647e+07,1.735526199865e+06,3.874516499192e+07,-2.167774399154e-01,4.112065019253e+00,4.777263121782e-01,6.474386278641e+07,6.416011165392e+07,7.453912665742e+06,1.308312412726e+07,-1.181716488003e+00,4.114107924604e+00,4.775441362797e-01,6.471917339611e+07,6.419198688809e+07,7.451070194640e+06,1.308774015019e+07,-1.181915233010e+00,4.165767348584e+00,4.712028568167e-01,6.385977143943e+07,6.499802336732e+07,7.352127887922e+06,1.326751857260e+07,-1.194126710406e+00,4.173697560701e+00,4.705195475102e-01,6.376716593948e+07,6.512175762068e+07,7.341466285736e+06,1.328546839810e+07,-1.194686335107e+00,4.250898963024e+00,4.612863008055e-01,6.251583009617e+07,6.632632286214e+07,7.197400922779e+06,1.355839556073e+07,-1.210391898725e+00,4.267879367506e+00,4.598941172153e-01,6.232715440250e+07,6.659126630112e+07,7.175678830797e+06,1.359701623331e+07,-1.210989920395e+00,4.361650264751e+00,4.491062122665e-01,6.086512348657e+07,6.805436360356e+07,7.007356301170e+06,1.393414175883e+07,-1.226161371592e+00,4.389831403002e+00,4.469234895103e-01,6.056930996526e+07,6.849407089619e+07,6.973299510947e+06,1.399888689599e+07,-1.226161048040e+00,4.491109816238e+00,4.358051960914e-01,5.906250314891e+07,7.007430716943e+07,6.799821965280e+06,1.436949187854e+07,-1.238229854442e+00,4.531432403114e+00,4.328546944483e-01,5.866263638701e+07,7.070345618921e+07,6.753785603023e+06,1.446371292332e+07,-1.237046979393e+00,4.632009298614e+00,4.223568574644e-01,5.723991693464e+07,7.227274675608e+07,6.589988972896e+06,1.483853601938e+07,-1.245150354873e+00,4.684127624454e+00,4.187357651051e-01,5.674916835984e+07,7.308594343208e+07,6.533489455259e+06,1.496328743122e+07,-1.242501383668e+00,4.777287733817e+00,4.094919036083e-01,5.549639394673e+07,7.453951067637e+07,6.389258470833e+06,1.531691396161e+07,-1.246988246024e+00,4.839587942760e+00,4.053496951841e-01,5.493502111252e+07,7.551157418781e+07,6.324628034850e+06,1.547061085398e+07,-1.242928282813e+00,4.920448717545e+00,3.977037340618e-01,5.389880216213e+07,7.677323622728e+07,6.205328919438e+06,1.578308802913e+07,-1.244724891536e+00,4.990139174899e+00,3.932298976197e-01,5.329248543779e+07,7.786060899598e+07,6.135524126883e+06,1.596105633671e+07,-1.239565209067e+00,5.055747382040e+00,3.872931517381e-01,5.248790789840e+07,7.888428685026e+07,6.042893714465e+06,1.621886794347e+07,-1.239703032333e+00,5.129005289547e+00,3.827111007672e-01,5.186692539904e+07,8.002732216297e+07,5.971400462163e+06,1.641295629624e+07,-1.233907958835e+00,5.178262847793e+00,3.784225106371e-01,5.128571418281e+07,8.079588258749e+07,5.904486048045e+06,1.660944217317e+07,-1.233262217336e+00,5.250425898060e+00,3.739861917022e-01,5.068448201895e+07,8.192183495953e+07,5.835266637148e+06,1.680786822295e+07,-1.227369735187e+00,5.283905357042e+00,3.711640379753e-01,5.030200960956e+07,8.244421138509e+07,5.791232873730e+06,1.694313823393e+07,-1.226555791429e+00,5.349699613222e+00,3.671553553902e-01,4.975873286588e+07,8.347079214266e+07,5.728685827162e+06,1.713068015153e+07,-1.221124621919e+00,5.369392600093e+00,3.655372207259e-01,4.953943515084e+07,8.377805971517e+07,5.703438244684e+06,1.721106964805e+07,-1.220489249085e+00,5.423189320004e+00,3.622634896803e-01,4.909576272123e+07,8.461744419474e+07,5.652358568554e+06,1.736964263366e+07,-1.216061240591e+00,5.432216192843e+00,3.615353280614e-01,4.899707861123e+07,8.475828952829e+07,5.640997140524e+06,1.740676903864e+07,-1.215722331517e+00,5.468311681891e+00,3.593263411289e-01,4.869770563719e+07,8.532148359178e+07,5.606530553160e+06,1.751637098969e+07,-1.212788819686e+00,5.470609670210e+00,3.591430252775e-01,4.867286175476e+07,8.535733885827e+07,5.603670295493e+06,1.752586553894e+07,-1.212695620363e+00
7.427968092586e+14,1.083849250217e+00,3.265739079627e-02,4.415958518725e+06,1.687322417285e+07,5.084060128248e+05,9.795997311686e+07,-2.593001550100e-01,1.193122748960e+00,-2.879928241030e-07,-3.894262015184e+01,1.857437979027e+07,-4.483434832188e+00,1.067989508370e+08,-2.297226255443e-01,2.072898068347e+00,1.499966644450e-01,2.028266900648e+07,3.227060754776e+07,2.335128565022e+06,3.427034971064e+07,-5.366030599797e-01,2.534285765194e+00,1.096673939434e-01,1.482931277431e+07,3.945343120883e+07,1.707287726673e+06,3.903519483311e+07,-2.066386469339e-01,4.070119432978e+00,4.684817024551e-01,6.334847072533e+07,6.336309001383e+07,7.293262217805e+06,1.326406153023e+07,-1.120584610704e+00,4.072185178983e+00,4.682983923194e-01,6.332368338207e+07,6.339524927899e+07,7.290408469452e+06,1.326883959434e+07,-1.120812693645e+00,4.124662901289e+00,4.619152004925e-01,6.246054307486e+07,6.421221563511e+07,7.191035769224e+06,1.345571996628e+07,-1.133691431851e+00,4.132679813523e+00,4.612291170873e-01,6.236777032776e+07,6.433702188218e+07,7.180354911998e+06,1.347428091098e+07,-1.134349160165e+00,4.211081685601e+00,4.519489029549e-01,6.111289234594e+07,6.555757203053e+07,7.035881745276e+06,1.375787013866e+07,-1.150913736071e+00,4.228241776089e+00,4.505552088836e-01,6.092443591827e+07,6.582471808758e+07,7.014184897224e+06,1.379775040720e+07,-1.151680340904e+00,4.323428454021e+00,4.397327415301e-01,5.946101322165e+07,6.730657191061e+07,6.845702132925e+06,1.414786330244e+07,-1.167718810497e+00,4.351896867422e+00,4.375545389143e-01,5.916647492077e+07,6.774976446812e+07,6.811792157878e+06,1.421462750305e+07,-1.167937181369e+00,4.454649483067e+00,4.264225355106e-01,5.766119651173e+07,6.934940382550e+07,6.638490576605e+06,1.459931106677e+07,-1.180782985001e+00,4.495368193445e+00,4.234866060224e-01,5.726419777675e+07,6.998330741321e+07,6.592784408150e+06,1.469636414709e+07,-1.179850566174e+00,4.597351799834e+00,4.129955343865e-01,5.584558667429e+07,7.157097493451e+07,6.429460769286e+06,1.508525126986e+07,-1.188610213988e+00,4.649965528927e+00,4.094008263171e-01,5.535950737234e+07,7.239005862660e+07,6.373498821552e+06,1.521366631424e+07,-1.186235480404e+00,4.744377287659e+00,4.001785414990e-01,5.411246263878e+07,7.385984860831e+07,6.229927490862e+06,1.558042796318e+07,-1.191258428132e+00,4.807253889938e+00,3.960739046646e-01,5.355743036115e+07,7.483870337548e+07,6.166027038433e+06,1.573859741263e+07,-1.187493851232e+00,4.889160296927e+00,3.884569887351e-01,5.252746489345e+07,7.611381166757e+07,6.047447881821e+06,1.606258909443e+07,-1.189715392479e+00,4.959482456980e+00,3.840294652108e-01,5.192877161921e+07,7.720857790988e+07,5.978520771394e+06,1.624574680819e+07,-1.184867527811e+00,5.025910041707e+00,3.781225938604e-01,5.113003974802e+07,7.824271391001e+07,5.886563366399e+06,1.651300021054e+07,-1.185329258139e+00,5.099822760359e+00,3.735919757124e-01,5.051740593626e+07,7.939337750163e+07,5.816031292278e+06,1.671280132748e+07,-1.179852287560e+00,5.149677084949e+00,3.693292998290e-01,4.994100349194e+07,8.016950314330e+07,5.749670508485e+06,1.691644936883e+07,-1.179439700607e+00,5.222480089048e+00,3.649452336465e-01,4.934818655424e+07,8.130289084310e+07,5.681419936304e+06,1.712079450678e+07,-1.173855865617e+00,5.256355005848e+00,3.621423940558e-01,4.896918434171e+07,8.183025114240e+07,5.637785694065e+06,1.726097798003e+07,-1.173196038967e+00,5.322731439791e+00,3.581821496856e-01,4.843367692864e+07,8.286359083378e+07,5.576133124739e+06,1.745419898440e+07,-1.168044209533e+00,5.342652443010e+00,3.565760698147e-01,4.821650152317e+07,8.317371842117e+07,5.551129882179e+06,1.753750107365e+07,-1.167497855173e+00,5.396926610762e+00,3.533422496181e-01,4.777922176821e+07,8.401865160638e+07,5.500786189917e+06,1.770094935915e+07,-1.163297494526e+00,5.406056511836e+00,3.526198209457e-01,4.768153438498e+07,8.416078471896e+07,5.489539514297e+06,1.773941857551e+07,-1.162998925706e+00,5.442474766172e+00,3.504376582734e-01,4.738646060208e+07,8.472773936627e+07,5.455567889605e+06,1.785243858139e+07,-1.160218016068e+00,5.444798756730e+00,3.502558315519e-01,4.736187384729e+07,8.476391894904e+07,5.452737234851e+06,1.786227619333e+07,-1.160135014537e+00
