# In-plane momentum (1/um), PSD (a.u.)
5.818229594448296211e+02,1.553299411646773024e+03
5.830795965062656023e+02,1.507800285421547187e+03
5.843362335677014698e+02,1.463199026880454539e+03
5.855928706291374510e+02,1.404877918758860005e+03
5.868495076905733185e+02,1.284739737283997329e+03
5.881061447520092997e+02,1.232478230554537504e+03
5.893627818134451672e+02,1.176429844944110300e+03
5.906194188748811484e+02,1.112314199151808452e+03
5.918760559363170159e+02,1.046985507284014602e+03
5.931326929977528835e+02,9.938441552549153357e+02
5.943893300591888647e+02,9.604958732493444131e+02
5.956459671206247322e+02,9.637779623134124449e+02
5.969026041820607134e+02,9.392151116722277493e+02
5.981592412434965809e+02,9.678078329589899340e+02
5.994158783049325621e+02,1.002676749467968193e+03
6.006725153663684296e+02,1.042234223574046609e+03
6.019291524278044108e+02,1.070907389333047149e+03
6.031857894892402783e+02,1.135462377637903501e+03
6.044424265506761458e+02,1.167037726956336201e+03
6.056990636121121270e+02,1.261298257629211321e+03
6.069557006735479945e+02,1.312678390236073710e+03
6.082123377349839757e+02,1.335482364778868259e+03
6.094689747964198432e+02,1.382285935980805334e+03
6.107256118578558244e+02,1.432447827103241480e+03
6.119822489192916919e+02,1.534874081360022956e+03
6.132388859807276731e+02,1.505458092288459284e+03
6.144955230421635406e+02,1.514467752827167942e+03
6.157521601035994081e+02,1.521506929475559673e+03
6.170087971650353893e+02,1.531713607978115533e+03
6.182654342264712568e+02,1.521840168102234429e+03
6.195220712879072380e+02,1.522248072786938110e+03
6.207787083493431055e+02,1.463904082061705594e+03
6.220353454107790867e+02,1.463948389965910565e+03
6.232919824722149542e+02,1.420325040327005581e+03
6.245486195336509354e+02,1.415656915343450692e+03
6.258052565950868029e+02,1.335751543429865251e+03
6.270618936565226704e+02,1.309031100047910968e+03
6.283185307179585379e+02,1.208685807011530869e+03
6.295751677793945191e+02,1.138021157970087188e+03
6.308318048408305003e+02,1.088216931475660431e+03
6.320884419022663678e+02,1.002118709897667031e+03
6.333450789637023490e+02,9.698511091634979948e+02
6.346017160251382165e+02,9.302112453455217747e+02
6.358583530865741977e+02,9.100599120896907834e+02
6.371149901480100652e+02,8.553897416667890639e+02
6.383716272094459327e+02,8.489342957304296533e+02
6.396282642708818003e+02,8.573718845121237564e+02
6.408849013323177815e+02,8.982383767179164806e+02
6.421415383937536490e+02,9.239986270591816719e+02
6.433981754551896302e+02,9.455249086234982769e+02
6.446548125166256114e+02,1.016540935854414442e+03
6.459114495780614789e+02,1.053934767717472596e+03
6.471680866394974601e+02,1.125017751949140120e+03
6.484247237009333276e+02,1.175848720242179525e+03
6.496813607623691951e+02,1.240756402256091633e+03
6.509379978238050626e+02,1.268056159130786455e+03
6.521946348852410438e+02,1.282016654559974540e+03
6.534512719466769113e+02,1.360298279201613013e+03
6.547079090081128925e+02,1.366207344737881158e+03
6.559645460695487600e+02,1.383355236434066001e+03
6.572211831309847412e+02,1.426592707667633476e+03
6.584778201924207224e+02,1.375324547090058559e+03
6.597344572538565899e+02,1.397206981139356003e+03
6.609910943152924574e+02,1.361860103312803631e+03
6.622477313767283249e+02,1.365120134503848931e+03
6.635043684381643061e+02,1.354487798936239415e+03
6.647610054996001736e+02,1.326967440666173388e+03
6.660176425610361548e+02,1.253378813791073526e+03
6.672742796224720223e+02,1.221380316597903402e+03
6.685309166839080035e+02,1.168461231153267363e+03
6.697875537453438710e+02,1.094525669214647223e+03
6.710441908067798522e+02,1.046446775346895492e+03
6.723008278682157197e+02,9.990867004375140823e+02
6.735574649296515872e+02,9.472398682155176175e+02
6.748141019910875684e+02,9.240118317148037477e+02
6.760707390525234359e+02,8.603307425478053574e+02
6.773273761139594171e+02,8.366163652811986822e+02
6.785840131753952846e+02,8.089856843748904112e+02
6.798406502368312658e+02,7.813860024682869607e+02
6.810972872982671333e+02,8.100392131504415829e+02
6.823539243597031145e+02,8.107263761310316568e+02
6.836105614211389820e+02,8.167015114828243441e+02
6.848671984825748495e+02,8.625693417139710846e+02
6.861238355440108307e+02,9.206983349605858393e+02
6.873804726054466983e+02,9.419811803571623159e+02
6.886371096668826794e+02,9.950090076836177104e+02
6.898937467283185470e+02,1.026079634173221848e+03
6.911503837897545282e+02,1.101575370352182290e+03
6.924070208511903957e+02,1.127890506919854033e+03
6.936636579126263769e+02,1.174206574848802347e+03
6.949202949740622444e+02,1.191243512913511722e+03
6.961769320354981119e+02,1.243166475865095208e+03
6.974335690969340931e+02,1.269946020687728378e+03
6.986902061583699606e+02,1.231859023581859674e+03
6.999468432198059418e+02,1.299146360797371699e+03
7.012034802812418093e+02,1.284911745705379872e+03
7.024601173426777905e+02,1.258713730760982571e+03
7.037167544041136580e+02,1.234636703897021562e+03
7.049733914655496392e+02,1.238143701249504375e+03
7.062300285269855067e+02,1.211365993871511819e+03
7.074866655884213742e+02,1.171744224286163217e+03
7.087433026498572417e+02,1.121469696450019910e+03
7.099999397112932229e+02,1.102649312959974168e+03
7.112565767727292041e+02,1.020728637098474337e+03
7.125132138341650716e+02,9.804496225374891765e+02
7.137698508956010528e+02,9.290001413051796817e+02
7.150264879570369203e+02,9.121911687135751663e+02
7.162831250184729015e+02,8.566905534401191744e+02
7.175397620799087690e+02,8.061311879790341663e+02
7.187963991413446365e+02,7.632431878504837641e+02
7.200530362027805040e+02,7.423723489941042999e+02
7.213096732642164852e+02,7.362300419409726828e+02
7.225663103256523527e+02,7.190885426639755451e+02
7.238229473870883339e+02,7.359515220511256075e+02
