# In-plane momentum (1/um), PSD (a.u.)
7.250795844485243151e+02,7.395646209118359593e+02
7.263362215099601826e+02,7.672346245196775953e+02
7.275928585713961638e+02,8.344417284832426276e+02
7.288494956328320313e+02,8.504744052486452119e+02
7.301061326942678988e+02,8.907243080241560165e+02
7.313627697557037664e+02,9.470626482989472379e+02
7.326194068171397475e+02,9.799174021842393358e+02
7.338760438785756151e+02,1.024966970440024852e+03
7.351326809400115962e+02,1.082470274254786773e+03
7.363893180014474638e+02,1.079661553054664637e+03
7.376459550628834450e+02,1.133936506600171015e+03
7.389025921243194261e+02,1.114427600608091780e+03
7.401592291857552937e+02,1.168279829066226057e+03
7.414158662471911612e+02,1.179081904253743915e+03
7.426725033086270287e+02,1.166734846235772011e+03
7.439291403700630099e+02,1.166347315151927660e+03
7.451857774314988774e+02,1.130517284501724362e+03
7.464424144929348586e+02,1.150678543624271015e+03
7.476990515543707261e+02,1.090092109728974947e+03
7.489556886158067073e+02,1.091969081759231813e+03
7.502123256772425748e+02,1.060553477594955439e+03
7.514689627386785560e+02,1.035830872863595914e+03
7.527255998001144235e+02,9.899970677296396389e+02
7.539822368615502910e+02,9.276831407861244543e+02
7.552388739229862722e+02,8.717984866642738098e+02
7.564955109844221397e+02,8.357102723197242540e+02
7.577521480458581209e+02,7.853886127209459573e+02
7.590087851072939884e+02,7.599647094074383631e+02
7.602654221687299696e+02,7.029625352461629291e+02
7.615220592301658371e+02,6.903420839789008596e+02
7.627786962916018183e+02,6.663207501362250014e+02
7.640353333530376858e+02,6.534667238282756898e+02
7.652919704144735533e+02,6.796170993365269624e+02
7.665486074759095345e+02,6.968753914135950254e+02
7.678052445373454020e+02,7.068551491445061856e+02
7.690618815987813832e+02,7.262586544141205422e+02
7.703185186602172507e+02,7.758983599729383513e+02
7.715751557216532319e+02,8.182300819931538172e+02
7.728317927830890994e+02,8.596132133901895713e+02
7.740884298445250806e+02,8.999594740535703750e+02
7.753450669059609481e+02,9.380942352436475176e+02
7.766017039673968156e+02,9.798426821252143100e+02
7.778583410288327968e+02,9.950014927344532225e+02
7.791149780902686643e+02,1.018661843579207016e+03
7.803716151517046455e+02,1.042512072568120857e+03
7.816282522131405130e+02,1.087418727699672900e+03
7.828848892745764942e+02,1.091510877450942417e+03
7.841415263360123618e+02,1.081396501442870886e+03
7.853981633974483429e+02,1.075370452972800194e+03
7.866548004588842105e+02,1.061287332973558478e+03
7.879114375203200780e+02,1.076468880864168796e+03
7.891680745817559455e+02,1.023974671658095076e+03
7.904247116431919267e+02,9.931480337636691047e+02
7.916813487046279079e+02,1.001606461245519313e+03
7.929379857660637754e+02,9.336458824941104240e+02
7.941946228274997566e+02,9.099861148399646709e+02
7.954512598889356241e+02,8.645051271613575636e+02
7.967078969503716053e+02,8.211217989536351070e+02
7.979645340118074728e+02,7.941316191942190699e+02
7.992211710732433403e+02,7.509298914748617335e+02
8.004778081346792078e+02,7.032219613666831037e+02
8.017344451961151890e+02,6.623315591410909065e+02
8.029910822575510565e+02,6.429337788933959246e+02
8.042477193189870377e+02,6.194501199456914264e+02
8.055043563804230189e+02,6.164527778052315625e+02
8.067609934418588864e+02,6.099311724598146611e+02
8.080176305032948676e+02,6.307148111267412105e+02
8.092742675647307351e+02,6.476864700844555500e+02
8.105309046261666026e+02,6.801232485180257754e+02
8.117875416876024701e+02,7.010972583985287656e+02
8.130441787490384513e+02,7.309275324302724357e+02
8.143008158104743188e+02,7.690253134220463380e+02
8.155574528719103000e+02,8.068773016337347599e+02
8.168140899333461675e+02,8.468931790571080001e+02
8.180707269947821487e+02,8.715605717212046102e+02
8.193273640562180162e+02,9.139847971494909871e+02
8.205840011176539974e+02,9.488991575709453627e+02
8.218406381790898649e+02,9.651770148362486452e+02
8.230972752405257324e+02,9.921410331288477664e+02
8.243539123019616000e+02,9.902494701805494515e+02
8.256105493633976948e+02,1.011579713077075667e+03
8.268671864248335623e+02,9.953942822964804691e+02
8.281238234862694298e+02,9.688752134890293064e+02
8.293804605477052974e+02,9.858326623033118494e+02
8.306370976091413922e+02,9.723525398271837048e+02
8.318937346705772597e+02,9.562821290291924470e+02
8.331503717320131273e+02,9.166335678093111028e+02
8.344070087934491085e+02,8.742983381974288477e+02
8.356636458548849760e+02,8.473790843822026773e+02
8.369202829163208435e+02,8.115624062235483507e+02
8.381769199777567110e+02,7.636933147939281525e+02
8.394335570391928059e+02,7.383864945773613044e+02
8.406901941006286734e+02,6.958750190930198869e+02
8.419468311620645409e+02,6.593588137551488444e+02
8.432034682235004084e+02,6.399682756287943448e+02
8.444601052849363896e+02,6.002010507969127957e+02
8.457167423463722571e+02,5.867244969468301861e+02
8.469733794078081246e+02,5.685861111714496019e+02
8.482300164692442195e+02,5.642429498655444604e+02
8.494866535306800870e+02,5.764359746357781660e+02
8.507432905921159545e+02,5.935177125354254031e+02
8.519999276535518220e+02,6.163687767368924142e+02
8.532565647149879169e+02,6.373650752462006039e+02
8.545132017764237844e+02,6.737348715598873241e+02
8.557698388378596519e+02,7.060174714478478109e+02
8.570264758992955194e+02,7.429618298318617917e+02
8.582831129607315006e+02,7.874074627694792525e+02
8.595397500221673681e+02,8.080715470018002407e+02
8.607963870836032356e+02,8.342796838612663350e+02
8.620530241450393305e+02,8.542843826879878861e+02
8.633096612064751980e+02,8.893048143251545525e+02
8.645662982679110655e+02,9.034063334510442473e+02
8.658229353293469330e+02,9.107726869010896280e+02
8.670795723907829142e+02,9.305061865161230799e+02
8.683362094522187817e+02,9.323093506125268277e+02
8.695928465136546492e+02,9.229956234248144256e+02
8.708494835750905168e+02,9.117190671258924795e+02
8.721061206365266116e+02,8.921912341355207445e+02
8.733627576979624791e+02,8.736223365541695784e+02
8.746193947593983467e+02,8.631055312429261903e+02
8.758760318208344415e+02,8.482708627191158257e+02
8.771326688822703090e+02,8.048073697109539353e+02
8.783893059437061765e+02,7.787443937598275170e+02
8.796459430051420441e+02,7.371888966776485859e+02
8.809025800665780253e+02,7.064137079223445426e+02
8.821592171280138928e+02,6.520639649275115062e+02
8.834158541894497603e+02,6.233675849460553309e+02
8.846724912508856278e+02,5.977512787635696441e+02
8.859291283123217227e+02,5.681436198331384730e+02
8.871857653737575902e+02,5.415289859294377948e+02
8.884424024351934577e+02,5.377280605617770561e+02
8.896990394966294389e+02,5.266133046269316083e+02
8.909556765580653064e+02,5.313553410932564702e+02
8.922123136195011739e+02,5.520853676697084893e+02
8.934689506809370414e+02,5.651817207181896947e+02
8.947255877423731363e+02,6.000445602528430982e+02
8.959822248038090038e+02,6.109995488540598672e+02
8.972388618652448713e+02,6.425447236854201947e+02
8.984954989266809662e+02,6.806404431210100938e+02
8.997521359881168337e+02,7.211112347333937578e+02
9.010087730495527012e+02,7.384348664599933727e+02
9.022654101109885687e+02,7.813533950033594238e+02
9.035220471724245499e+02,7.823190593422225447e+02
9.047786842338604174e+02,8.177801991035001947e+02
9.060353212952962849e+02,8.352226967669712394e+02
9.072919583567321524e+02,8.482306985226032339e+02
9.085485954181682473e+02,8.539668065044767218e+02
9.098052324796041148e+02,8.712872685602696947e+02
9.110618695410399823e+02,8.732834470295872507e+02
9.123185066024759635e+02,8.656933371464984930e+02
9.135751436639118310e+02,8.483950647232682059e+02
9.148317807253476985e+02,8.236097518563166204e+02
9.160884177867835660e+02,8.032997079252204458e+02
9.173450548482196609e+02,7.822838151305891188e+02
9.186016919096555284e+02,7.562507346060516511e+02
9.198583289710913959e+02,7.289488521596539385e+02
9.211149660325272635e+02,6.980177038456444052e+02
9.223716030939633583e+02,6.555960170770363220e+02
9.236282401553992258e+02,6.338418605931742604e+02
9.248848772168350933e+02,5.937836457357672089e+02
9.261415142782710745e+02,5.684247967644286064e+02
9.273981513397069421e+02,5.369816521858326723e+02
9.286547884011428096e+02,5.193100698114602665e+02
9.299114254625786771e+02,5.019611139376212350e+02
9.311680625240147720e+02,4.862589096605397572e+02
9.324246995854506395e+02,4.877713760671699106e+02
9.336813366468865070e+02,4.981311180864308881e+02
9.349379737083223745e+02,5.168578465685820902e+02
9.361946107697583557e+02,5.377734857708534264e+02
9.374512478311942232e+02,5.652465761667597235e+02
9.387078848926300907e+02,5.902591430049068322e+02
9.399645219540661856e+02,6.241964464982389700e+02
9.412211590155020531e+02,6.477526243952173672e+02
9.424777960769379206e+02,6.905623116995719784e+02
9.437344331383737881e+02,7.051117456045566314e+02
9.449910701998098830e+02,7.309485406491950243e+02
9.462477072612457505e+02,7.536567710773285853e+02
9.475043443226816180e+02,7.701846652298586378e+02
9.487609813841174855e+02,7.992868592182775274e+02
9.500176184455534667e+02,8.042795093517564737e+02
9.512742555069893342e+02,8.085473435837134275e+02
9.525308925684252017e+02,8.250485099524205452e+02
9.537875296298612966e+02,8.110255980515207739e+02
9.550441666912971641e+02,7.981588804716199093e+02
9.563008037527330316e+02,7.728900958428934018e+02
9.575574408141688991e+02,7.798732139415476468e+02
9.588140778756048803e+02,7.497832400292847979e+02
9.600707149370407478e+02,7.212862761018752735e+02
9.613273519984766153e+02,6.915557678196607867e+02
9.625839890599124828e+02,6.578965836364204733e+02
9.638406261213485777e+02,6.345975159252569711e+02
9.650972631827844452e+02,6.001057374531958430e+02
9.663539002442203127e+02,5.683901140852832441e+02
9.676105373056564076e+02,5.473136116260569679e+02
9.688671743670922751e+02,5.109182726303282607e+02
9.701238114285281426e+02,4.896732890500696840e+02
9.713804484899640102e+02,4.693418213137637736e+02
9.726370855513999913e+02,4.660635340123365609e+02
9.738937226128358589e+02,4.638112904741909688e+02
9.751503596742717264e+02,4.695522387777888866e+02
9.764069967357075939e+02,4.778610079515949565e+02
9.776636337971436888e+02,4.949778550064609703e+02
9.789202708585795563e+02,5.176727236974962807e+02
9.801769079200154238e+02,5.503562894899689582e+02
9.814335449814514050e+02,5.834979925787222328e+02
9.826901820428872725e+02,6.006290355354551593e+02
9.839468191043231400e+02,6.377394679172042515e+02
9.852034561657590075e+02,6.672511292189244614e+02
9.864600932271951024e+02,6.826209132146649381e+02
9.877167302886309699e+02,6.939867767214791456e+02
9.889733673500668374e+02,7.250643873461170870e+02
9.902300044115027049e+02,7.397336051345964734e+02
9.914866414729387998e+02,7.383763610701945481e+02
9.927432785343746673e+02,7.466702182342413607e+02
9.939999155958105348e+02,7.531128912336245094e+02
9.952565526572465160e+02,7.602985042831977580e+02
9.965131897186823835e+02,7.543013370688727264e+02
9.977698267801182510e+02,7.423844795481986694e+02
9.990264638415541185e+02,7.348917415008435228e+02
1.000283100902990213e+03,6.995649598929801414e+02
1.001539737964426081e+03,6.756690902893599286e+02
1.002796375025861948e+03,6.483890998848230538e+02
1.004053012087297816e+03,6.333003711921131753e+02
1.005309649148733797e+03,5.997365090647680290e+02
1.006566286210169665e+03,5.629773109844821875e+02
1.007822923271605532e+03,5.405151696500217895e+02
1.009079560333041627e+03,5.151514552503007280e+02
1.010336197394477495e+03,4.928610129685752099e+02
1.011592834455913362e+03,4.675271913670425761e+02
1.012849471517349230e+03,4.494037333775363550e+02
1.014106108578785324e+03,4.448601110510071521e+02
1.015362745640221192e+03,4.420492966156522812e+02
1.016619382701657059e+03,4.404748963183571959e+02
1.017876019763092927e+03,4.559422786325195034e+02
1.019132656824528908e+03,4.561500030655529372e+02
1.020389293885964776e+03,4.819777308294979434e+02
1.021645930947400643e+03,5.106579528309804914e+02
1.022902568008836738e+03,5.412104765648675766e+02
1.024159205070272492e+03,5.483280231985610271e+02
1.025415842131708359e+03,5.925756236735253424e+02
1.026672479193144227e+03,6.050024642146187261e+02
1.027929116254580322e+03,6.378672282631359849e+02
1.029185753316016189e+03,6.541750063999829763e+02
1.030442390377452057e+03,6.755195122552806879e+02
1.031699027438887924e+03,6.865779680224932235e+02
1.032955664500324019e+03,7.018358642896923811e+02
1.034212301561759887e+03,7.035058621058201425e+02
1.035468938623195754e+03,7.064789194313027565e+02
1.036725575684631849e+03,7.234521991044910010e+02
1.037982212746067717e+03,7.130961345349270459e+02
1.039238849807503584e+03,7.033675617022686311e+02
1.040495486868939452e+03,6.878390441903194414e+02
1.041752123930375546e+03,6.594863766406581362e+02
1.043008760991811414e+03,6.447460656031602184e+02
1.044265398053247281e+03,6.284337818877243080e+02
1.045522035114683149e+03,5.935228839025243133e+02
1.046778672176119017e+03,5.733050746122928558e+02
1.048035309237554884e+03,5.564757474175330572e+02
1.049291946298990752e+03,5.168913797721565970e+02
1.050548583360426846e+03,4.851932516488366787e+02
1.051805220421862714e+03,4.773025816514781923e+02
1.053061857483298581e+03,4.475939397028370195e+02
1.054318494544734449e+03,4.309605414380143884e+02
1.055575131606170544e+03,4.242357593892364207e+02
1.056831768667606411e+03,4.128579864715968597e+02
1.058088405729042279e+03,4.118361030544705272e+02
1.059345042790478374e+03,4.169833280506174447e+02
1.060601679851914241e+03,4.309697585710962926e+02
1.061858316913350109e+03,4.526318250516948751e+02
1.063114953974785976e+03,4.643091032678462966e+02
1.064371591036222071e+03,4.972914410872165263e+02
1.065628228097657939e+03,5.194778973969283697e+02
1.066884865159093806e+03,5.482285013231800122e+02
1.068141502220529674e+03,5.756558347122340820e+02
1.069398139281965541e+03,6.006620125139745596e+02
1.070654776343401409e+03,6.152813461147378575e+02
1.071911413404837276e+03,6.303580875584776777e+02
1.073168050466273371e+03,6.456489754608728617e+02
1.074424687527709239e+03,6.524269681525014448e+02
1.075681324589145106e+03,6.695431002124664701e+02
1.076937961650580974e+03,6.759008282427626000e+02
1.078194598712017068e+03,6.774755664409020710e+02
1.079451235773452936e+03,6.705557595964642132e+02
1.080707872834888803e+03,6.725819255649765864e+02
1.081964509896324671e+03,6.546852614734000326e+02
1.083221146957760766e+03,6.324457411743723014e+02
1.084477784019196633e+03,6.207324356297953045e+02
1.085734421080632501e+03,6.025359686542893769e+02
1.086991058142068596e+03,5.737554649977781764e+02
1.088247695203504463e+03,5.614206382010200969e+02
1.089504332264940331e+03,5.222220409271105837e+02
1.090760969326376198e+03,4.978331174989226042e+02
1.092017606387812066e+03,4.816665197357625061e+02
1.093274243449247933e+03,4.515162864322881546e+02
1.094530880510683801e+03,4.265959294619526645e+02
1.095787517572119668e+03,4.073173034569842343e+02
1.097044154633555763e+03,3.969890714580546955e+02
1.098300791694991631e+03,3.834103591640474065e+02
1.099557428756427498e+03,3.924242785098992385e+02
1.100814065817863593e+03,3.875392719060717468e+02
1.102070702879299461e+03,4.008929059559147277e+02
1.103327339940735328e+03,4.190470950492691031e+02
1.104583977002171196e+03,4.385864928253635640e+02
1.105840614063607291e+03,4.612083894563236868e+02
1.107097251125043158e+03,4.816573220818878553e+02
1.108353888186479026e+03,5.035949816148120703e+02
1.109610525247914893e+03,5.287290619609904070e+02
1.110867162309350988e+03,5.601855714759227567e+02
1.112123799370786855e+03,5.749674547165963077e+02
1.113380436432222723e+03,5.936170877565444925e+02
1.114637073493658590e+03,6.104413813250503154e+02
1.115893710555094458e+03,6.133119703425116995e+02
1.117150347616530325e+03,6.240703949728141424e+02
1.118406984677966193e+03,6.425833928491291545e+02
1.119663621739402288e+03,6.264327644523651770e+02
1.120920258800838155e+03,6.370130007486800423e+02
1.122176895862274023e+03,6.270415726864870294e+02
1.123433532923709890e+03,6.227911368163353245e+02
1.124690169985145985e+03,6.037935650372044165e+02
1.125946807046581853e+03,5.900236679388186758e+02
1.127203444108017720e+03,5.766136786844961080e+02
1.128460081169453815e+03,5.446447194695520011e+02
1.129716718230889683e+03,5.228063982551251456e+02
1.130973355292325550e+03,5.193312238800004934e+02
1.132229992353761418e+03,4.750890488735206532e+02
1.133486629415197513e+03,4.599942517844758640e+02
1.134743266476633380e+03,4.393035157209121735e+02
1.135999903538069248e+03,4.148270987028722629e+02
1.137256540599505115e+03,4.020003604730943607e+02
1.138513177660940983e+03,3.789443116234301669e+02
1.139769814722376850e+03,3.684623610374569580e+02
1.141026451783812718e+03,3.709276159651676039e+02
1.142283088845248813e+03,3.770092653439696164e+02
1.143539725906684680e+03,3.807271043123602681e+02
1.144796362968120548e+03,3.869167159063125041e+02
1.146053000029556415e+03,4.104954774029525311e+02
1.147309637090992510e+03,4.349133348430098067e+02
1.148566274152428377e+03,4.461788471711109878e+02
1.149822911213864245e+03,4.751710521644170058e+02
1.151079548275300112e+03,4.916549464742662963e+02
1.152336185336736207e+03,5.138867934056721651e+02
1.153592822398172075e+03,5.392871861697100258e+02
1.154849459459607942e+03,5.562614638119027859e+02
1.156106096521044037e+03,5.587910943950760156e+02
1.157362733582479905e+03,5.847357438902946569e+02
1.158619370643915772e+03,5.876461884820706700e+02
1.159876007705351640e+03,6.008431979707355595e+02
1.161132644766787507e+03,6.052171196688373129e+02
1.162389281828223375e+03,6.027167029770808995e+02
1.163645918889659242e+03,5.997987142806035763e+02
1.164902555951095110e+03,5.933279502708940072e+02
1.166159193012531205e+03,5.684439567683448331e+02
1.167415830073967072e+03,5.715343761734244481e+02
1.168672467135402940e+03,5.421606979587969590e+02
1.169929104196839035e+03,5.259432002867637266e+02
1.171185741258274902e+03,5.172225674715668902e+02
1.172442378319710770e+03,4.879336035078219993e+02
1.173699015381146637e+03,4.638416211161670049e+02
1.174955652442582732e+03,4.437791219221600727e+02
1.176212289504018599e+03,4.264978354820309505e+02
1.177468926565454467e+03,4.002898316743738860e+02
1.178725563626890334e+03,3.884790273864063010e+02
1.179982200688326429e+03,3.711715293372926681e+02
1.181238837749762297e+03,3.597330414685591791e+02
1.182495474811198164e+03,3.460645292714249308e+02
1.183752111872634032e+03,3.585259096575183548e+02
1.185008748934069899e+03,3.652418927437578873e+02
1.186265385995505767e+03,3.688887094145223386e+02
1.187522023056941634e+03,3.797492780155297396e+02
1.188778660118377729e+03,4.020550200078534999e+02
1.190035297179813597e+03,4.262153747475669547e+02
1.191291934241249464e+03,4.409872283053461501e+02
1.192548571302685332e+03,4.543538512542931471e+02
1.193805208364121427e+03,4.793706988324874487e+02
1.195061845425557294e+03,5.124204646078466112e+02
1.196318482486993162e+03,5.250105780833234803e+02
1.197575119548429257e+03,5.380377078900150991e+02
1.198831756609865124e+03,5.550061983452177401e+02
1.200088393671300992e+03,5.526382339777760535e+02
1.201345030732736859e+03,5.665321296297632898e+02
1.202601667794172954e+03,5.858794139708161310e+02
1.203858304855608822e+03,5.729949611366282625e+02
1.205114941917044689e+03,5.556199146311147388e+02
1.206371578978480557e+03,5.633209314993690668e+02
1.207628216039916424e+03,5.534765683401939214e+02
1.208884853101352292e+03,5.504357205084720590e+02
1.210141490162788159e+03,5.199377070134728456e+02
1.211398127224224254e+03,5.191158110148666083e+02
1.212654764285660121e+03,4.947897583152231960e+02
1.213911401347095989e+03,4.788507848593943663e+02
1.215168038408531856e+03,4.601503587433411440e+02
1.216424675469967951e+03,4.257071220235376927e+02
1.217681312531403819e+03,4.144495397027753825e+02
1.218937949592839686e+03,3.921391300942489693e+02
1.220194586654275781e+03,3.758703828360586954e+02
1.221451223715711649e+03,3.631524546662683406e+02
1.222707860777147516e+03,3.481742302858400535e+02
1.223964497838583384e+03,3.432900229939319274e+02
1.225221134900019479e+03,3.385145511688003239e+02
1.226477771961455346e+03,3.444416365081979734e+02
1.227734409022891214e+03,3.509864740114946358e+02
1.228991046084327081e+03,3.605148919217263597e+02
1.230247683145762949e+03,3.800513312913613504e+02
1.231504320207198816e+03,3.945321335184717100e+02
1.232760957268634684e+03,4.154440877318996286e+02
1.234017594330070779e+03,4.386807340616196029e+02
1.235274231391506646e+03,4.604564623966308545e+02
1.236530868452942514e+03,4.690064977966084143e+02
1.237787505514378381e+03,4.863457755059272927e+02
1.239044142575814476e+03,5.016462975799474293e+02
1.240300779637250344e+03,5.217605184310535833e+02
1.241557416698686211e+03,5.329744729695649994e+02
1.242814053760122079e+03,5.301590724105685695e+02
1.244070690821558173e+03,5.408918229305764953e+02
1.245327327882994041e+03,5.497661062091865460e+02
1.246583964944429908e+03,5.356839558714046916e+02
1.247840602005866003e+03,5.397709903175751833e+02
1.249097239067301871e+03,5.308321215452670003e+02
1.250353876128737738e+03,5.214118661301599786e+02
1.251610513190173606e+03,5.101250825798773008e+02
1.252867150251609473e+03,4.971409210380286936e+02
1.254123787313045341e+03,4.817027883185152746e+02
1.255380424374481208e+03,4.573468382970261814e+02
1.256637061435917076e+03,4.378895545031043071e+02
1.257893698497353171e+03,4.134566671018238821e+02
1.259150335558789038e+03,3.959008252565475345e+02
1.260406972620224906e+03,3.815840726097037532e+02
1.261663609681661001e+03,3.592152668049487829e+02
1.262920246743096868e+03,3.561692361977771384e+02
1.264176883804532736e+03,3.357769187007823461e+02
1.265433520865968603e+03,3.271818936857603148e+02
1.266690157927404698e+03,3.295444117723922659e+02
1.267946794988840566e+03,3.241338177926194248e+02
1.269203432050276433e+03,3.356741516178243501e+02
1.270460069111712301e+03,3.478448538716848475e+02
1.271716706173148395e+03,3.635575339603990415e+02
1.272973343234584263e+03,3.682525628287482391e+02
1.274229980296020130e+03,3.861428078156437778e+02
1.275486617357455998e+03,4.126506576179531294e+02
1.276743254418891865e+03,4.284410152637036617e+02
1.277999891480327733e+03,4.409609815635991481e+02
1.279256528541763601e+03,4.631176765708278253e+02
1.280513165603199695e+03,4.794957506379455481e+02
1.281769802664635563e+03,4.920170165673782208e+02
1.283026439726071430e+03,5.029060120540726189e+02
1.284283076787507298e+03,5.063767482696892444e+02
1.285539713848943393e+03,5.175594559142128901e+02
1.286796350910379260e+03,5.173403934356770151e+02
1.288052987971815128e+03,5.154199590202571244e+02
1.289309625033251223e+03,5.048768748274181348e+02
1.290566262094687090e+03,5.121886981240264731e+02
1.291822899156122958e+03,4.987647712907635196e+02
1.293079536217558825e+03,4.934626824432651233e+02
1.294336173278994920e+03,4.713507120980883087e+02
1.295592810340430788e+03,4.486573081853305780e+02
1.296849447401866655e+03,4.308842354557859835e+02
1.298106084463302523e+03,4.280400886503757079e+02
1.299362721524738390e+03,4.075757312169630495e+02
1.300619358586174258e+03,3.858725109605668990e+02
1.301875995647610125e+03,3.712049683660509345e+02
1.303132632709046220e+03,3.520691236453068313e+02
1.304389269770482088e+03,3.415844950136804528e+02
1.305645906831917955e+03,3.228445514383242312e+02
1.306902543893353823e+03,3.220523112486337141e+02
1.308159180954789917e+03,3.142003548692095478e+02
1.309415818016225785e+03,3.189055658976089944e+02
1.310672455077661652e+03,3.217381340969052417e+02
1.311929092139097520e+03,3.256063082437997878e+02
1.313185729200533615e+03,3.345710545140695444e+02
1.314442366261969482e+03,3.550927659299885022e+02
1.315699003323405350e+03,3.644606099474329426e+02
1.316955640384841445e+03,3.905140597357457182e+02
1.318212277446277312e+03,4.010487048434710573e+02
1.319468914507713180e+03,4.196163629268789350e+02
1.320725551569149047e+03,4.379137295132718464e+02
1.321982188630584915e+03,4.495269779964357326e+02
1.323238825692020782e+03,4.621726027128090095e+02
1.324495462753456650e+03,4.726046327735367640e+02
1.325752099814892517e+03,4.804811819815556078e+02
1.327008736876328612e+03,4.869027016626803857e+02
1.328265373937764480e+03,4.924646556468257472e+02
1.329522010999200347e+03,4.995146558264374903e+02
1.330778648060636442e+03,4.945369814796744663e+02
1.332035285122072310e+03,4.898530447040736817e+02
1.333291922183508177e+03,4.855741304433379923e+02
1.334548559244944045e+03,4.676855564951451925e+02
1.335805196306380140e+03,4.580994316477232928e+02
1.337061833367816007e+03,4.485824906824157665e+02
1.338318470429251875e+03,4.353438250503330664e+02
1.339575107490687742e+03,4.112183928754180329e+02
1.340831744552123837e+03,3.970815663503973951e+02
1.342088381613559704e+03,3.787696831602486327e+02
1.343345018674995572e+03,3.625692929032413758e+02
1.344601655736431439e+03,3.480765992564369640e+02
1.345858292797867307e+03,3.271874874507132063e+02
1.347114929859303174e+03,3.179833530260474390e+02
1.348371566920739042e+03,3.109949680141777435e+02
1.349628203982175137e+03,3.016387080255444175e+02
1.350884841043611004e+03,2.991828077653746050e+02
1.352141478105046872e+03,3.047450680475196236e+02
1.353398115166482739e+03,3.109567140982601359e+02
1.354654752227918834e+03,3.227815581369328015e+02
1.355911389289354702e+03,3.311299362807404805e+02
1.357168026350790569e+03,3.542825665270129889e+02
1.358424663412226664e+03,3.656220238758064625e+02
1.359681300473662532e+03,3.738298604173782564e+02
1.360937937535098399e+03,3.968468002203348419e+02
1.362194574596534267e+03,4.149007288541459957e+02
1.363451211657970362e+03,4.306417172553278760e+02
1.364707848719406229e+03,4.356896150405295316e+02
1.365964485780842097e+03,4.548081740669240958e+02
1.367221122842277964e+03,4.615589201871712248e+02
1.368477759903713832e+03,4.653971410720790232e+02
1.369734396965149699e+03,4.696384003501339635e+02
1.370991034026585567e+03,4.730499738912905627e+02
1.372247671088021661e+03,4.816696330988114028e+02
1.373504308149457529e+03,4.738453632256540686e+02
1.374760945210893397e+03,4.612395826889384693e+02
1.376017582272329264e+03,4.522146004264565704e+02
1.377274219333765359e+03,4.506380765115354166e+02
1.378530856395201226e+03,4.303861030363460145e+02
1.379787493456637094e+03,4.112162896582085523e+02
1.381044130518073189e+03,3.993900174548178370e+02
1.382300767579509056e+03,3.845415103240364374e+02
1.383557404640944924e+03,3.674053488187702783e+02
1.384814041702380791e+03,3.488772689953542567e+02
1.386070678763816886e+03,3.350264100317207863e+02
1.387327315825252754e+03,3.248444442794334464e+02
1.388583952886688621e+03,3.137622028439637916e+02
1.389840589948124489e+03,2.986445126243280015e+02
1.391097227009560356e+03,2.978561697434738562e+02
1.392353864070996224e+03,2.896641628268235991e+02
1.393610501132432091e+03,2.943075966811622379e+02
1.394867138193868186e+03,2.918173762073760713e+02
1.396123775255304054e+03,3.054180015096852685e+02
1.397380412316739921e+03,3.169585615227413200e+02
1.398637049378175789e+03,3.289616742517277999e+02
1.399893686439611884e+03,3.368613784452184632e+02
1.401150323501047751e+03,3.576193267994815983e+02
1.402406960562483619e+03,3.702803250542224873e+02
1.403663597623919486e+03,3.885765344854166869e+02
1.404920234685355581e+03,3.998094817630577040e+02
1.406176871746791448e+03,4.222408777119323418e+02
1.407433508808227316e+03,4.341459649983503937e+02
1.408690145869663411e+03,4.401391192813666748e+02
1.409946782931099278e+03,4.443154307801759728e+02
1.411203419992535146e+03,4.533976734688003489e+02
1.412460057053971013e+03,4.543082745494783126e+02
1.413716694115406881e+03,4.496610945243559740e+02
1.414973331176842748e+03,4.443617472406642719e+02
1.416229968238278616e+03,4.535092679015256749e+02
1.417486605299714483e+03,4.363563350558421234e+02
1.418743242361150578e+03,4.271369686111683563e+02
1.419999879422586446e+03,4.136195120347542229e+02
1.421256516484022313e+03,4.030024879620211209e+02
1.422513153545458408e+03,3.889982320676954828e+02
1.423769790606894276e+03,3.712140751212605210e+02
1.425026427668330143e+03,3.574781148172842222e+02
1.426283064729766011e+03,3.386136957438213244e+02
1.427539701791202106e+03,3.219824652735101722e+02
1.428796338852637973e+03,3.104588677224666071e+02
1.430052975914073841e+03,3.009403253220157239e+02
1.431309612975509708e+03,2.866149280836476692e+02
1.432566250036945803e+03,2.793867101934329185e+02
1.433822887098381671e+03,2.742848659505941669e+02
1.435079524159817538e+03,2.773425067390882077e+02
1.436336161221253406e+03,2.807823049363019550e+02
1.437592798282689273e+03,2.840424219511140791e+02
1.438849435344125141e+03,2.991533233450035141e+02
1.440106072405561008e+03,3.114363371026796585e+02
1.441362709466997103e+03,3.232596396498269087e+02
1.442619346528432970e+03,3.333081569868343195e+02
1.443875983589868838e+03,3.473454383459179553e+02
1.445132620651304705e+03,3.673858255684445453e+02
1.446389257712740800e+03,3.770676046701941573e+02
1.447645894774176668e+03,3.894100912229513938e+02
1.448902531835612535e+03,4.098419458816235874e+02
1.450159168897048630e+03,4.187811030870894342e+02
1.451415805958484498e+03,4.252077270099423458e+02
1.452672443019920365e+03,4.223332573646013088e+02
1.453929080081356233e+03,4.260912381223349144e+02
1.455185717142792328e+03,4.353975428704359842e+02
