# In-plane momentum (1/um), PSD (a.u.)
2.400925776319616887e+02,1.579286809920856513e+03
2.405086826191921148e+02,1.568254342191361729e+03
2.409247876064225693e+02,1.595426388072050713e+03
2.413408925936529670e+02,1.590326969596224899e+03
2.417569975808834215e+02,1.605588618799461983e+03
2.421731025681138476e+02,1.589921414248432939e+03
2.425892075553443021e+02,1.598949387725564293e+03
2.430053125425747282e+02,1.568588531067585564e+03
2.434214175298051828e+02,1.562743614687926311e+03
2.438375225170355804e+02,1.482343381818029911e+03
2.442536275042660350e+02,1.452711083310138520e+03
2.446697324914964895e+02,1.432463065850592329e+03
2.450858374787269156e+02,1.339371921277037927e+03
2.455019424659573701e+02,1.340613007793763018e+03
2.459180474531877678e+02,1.240623686063026298e+03
2.463341524404182223e+02,1.177344473770523109e+03
2.467502574276486484e+02,1.120174950696655515e+03
2.471663624148791030e+02,1.032597410721446977e+03
2.475824674021095291e+02,9.765314603348949731e+02
2.479985723893399552e+02,8.856299677036577123e+02
2.484146773765703813e+02,8.224601706661113667e+02
2.488307823638008358e+02,7.138889500429592090e+02
2.492468873510312903e+02,6.262605256516799273e+02
2.496629923382617164e+02,5.357089276784657841e+02
2.500790973254921425e+02,4.675770194047025825e+02
2.504952023127225686e+02,3.652437375732857276e+02
2.509113072999530232e+02,2.837268615251239225e+02
2.513274122871834493e+02,2.041943831846996034e+02
2.517435172744139038e+02,1.578238321182828656e+02
2.521596222616443015e+02,1.581941323770433883e+02
2.525757272488747560e+02,2.053494302100988591e+02
2.529918322361051821e+02,2.749947551313532585e+02
2.534079372233356366e+02,3.577648048545739243e+02
2.538240422105660912e+02,4.358696582952085237e+02
2.542401471977965173e+02,5.363347452886978317e+02
2.546562521850269434e+02,6.027696390619995555e+02
2.550723571722573695e+02,6.805874211293640883e+02
2.554884621594878240e+02,7.735758991771498359e+02
2.559045671467182501e+02,8.470535773375057715e+02
2.563206721339486762e+02,8.982788406815452618e+02
2.567367771211791023e+02,9.899824499226347143e+02
2.571528821084095853e+02,1.061013365241542715e+03
2.575689870956400114e+02,1.124481918810409525e+03
2.579850920828704375e+02,1.175955551400239074e+03
2.584011970701008636e+02,1.192982118897808732e+03
2.588173020573312897e+02,1.241865405414958559e+03
2.592334070445617726e+02,1.280755869085865243e+03
2.596495120317921987e+02,1.316553027257282338e+03
2.600656170190226248e+02,1.337020352512246291e+03
2.604817220062530509e+02,1.386967107225384325e+03
2.608978269934834771e+02,1.396255671307680132e+03
2.613139319807139032e+02,1.436494468317187511e+03
2.617300369679443861e+02,1.432190717349682245e+03
2.621461419551748122e+02,1.406955353107541896e+03
2.625622469424052383e+02,1.406511924503043474e+03
2.629783519296356644e+02,1.424634075700280619e+03
2.633944569168660905e+02,1.388643428701127277e+03
2.638105619040965735e+02,1.348240099976211013e+03
2.642266668913269427e+02,1.350689626500907480e+03
2.646427718785574257e+02,1.317543108619505574e+03
2.650588768657878518e+02,1.297465760619089451e+03
2.654749818530182779e+02,1.241728141611376486e+03
2.658910868402487040e+02,1.175595772947870501e+03
2.663071918274791301e+02,1.135622762402639864e+03
2.667232968147096130e+02,1.095553000215043767e+03
2.671394018019400391e+02,1.011446439614634983e+03
2.675555067891704653e+02,9.605680180634025191e+02
2.679716117764008914e+02,8.721816876194023962e+02
2.683877167636313743e+02,8.474379243539095796e+02
2.688038217508617436e+02,7.634445409031500276e+02
2.692199267380922265e+02,6.733352551656748801e+02
2.696360317253226526e+02,6.022544895930942630e+02
2.700521367125530787e+02,5.304562501512712061e+02
2.704682416997835048e+02,4.423483246697828122e+02
2.708843466870139309e+02,3.687595080592479917e+02
2.713004516742443570e+02,2.935674901864835533e+02
2.717165566614748400e+02,2.195846846201171729e+02
2.721326616487052661e+02,1.748693573113832542e+02
2.725487666359356922e+02,1.481912515314460848e+02
2.729648716231661183e+02,1.741171055804780678e+02
2.733809766103966012e+02,2.224771268598499887e+02
2.737970815976270273e+02,2.844632577277716337e+02
2.742131865848574535e+02,3.612174991671215025e+02
2.746292915720878796e+02,4.461198316174927072e+02
2.750453965593183057e+02,4.995047725482302781e+02
2.754615015465487318e+02,5.802085802202618652e+02
2.758776065337791579e+02,6.444996074907795673e+02
2.762937115210096408e+02,7.123647645328837825e+02
2.767098165082400669e+02,7.828682221578661711e+02
2.771259214954704930e+02,8.505426296614569992e+02
2.775420264827009191e+02,8.959862069274585110e+02
2.779581314699314021e+02,9.819344406943794183e+02
2.783742364571618282e+02,9.905822383187471587e+02
2.787903414443922543e+02,1.086662282710719637e+03
2.792064464316226235e+02,1.124542836691699904e+03
2.796225514188531065e+02,1.135441276125567583e+03
2.800386564060835326e+02,1.171157820381105466e+03
2.804547613933139587e+02,1.199523989398739786e+03
2.808708663805444417e+02,1.250915394859216804e+03
2.812869713677748678e+02,1.226861181844157727e+03
2.817030763550052939e+02,1.263341287711207315e+03
2.821191813422357200e+02,1.266451104350537207e+03
2.825352863294662029e+02,1.309970376161600370e+03
2.829513913166966290e+02,1.289555047376681841e+03
2.833674963039270551e+02,1.238196280424255292e+03
2.837836012911574244e+02,1.237654110371722254e+03
2.841997062783879073e+02,1.215291323668541509e+03
2.846158112656183334e+02,1.207030187749338666e+03
2.850319162528487595e+02,1.181643303753898408e+03
2.854480212400792425e+02,1.169163115998233707e+03
2.858641262273096686e+02,1.117996522910148542e+03
2.862802312145400947e+02,1.081033770809666066e+03
2.866963362017705208e+02,1.049755742061614228e+03
2.871124411890010037e+02,9.886545332973540781e+02
2.875285461762314299e+02,9.459324291317275311e+02
2.879446511634617991e+02,9.008504082969399178e+02
2.883607561506922252e+02,8.157617222174443441e+02
2.887768611379227082e+02,7.828869080944124335e+02
2.891929661251531343e+02,6.944242219813684187e+02
2.896090711123835604e+02,6.448062961176933641e+02
2.900251760996140433e+02,5.792323332759336836e+02
2.904412810868444694e+02,5.101505371535754989e+02
2.908573860740748955e+02,4.323121772178909623e+02
2.912734910613053216e+02,3.654671097679085960e+02
2.916895960485358046e+02,3.004177172555666289e+02
2.921057010357662307e+02,2.464832831559969577e+02
2.925218060229965999e+02,1.876994616311144739e+02
2.929379110102270261e+02,1.537936157543264244e+02
2.933540159974575090e+02,1.532146903521093009e+02
2.937701209846879351e+02,1.827298636751301331e+02
2.941862259719183612e+02,2.352023530000859921e+02
2.946023309591488442e+02,3.032547358451059836e+02
2.950184359463792703e+02,3.713082420932736341e+02
2.954345409336096964e+02,4.287148055401940496e+02
2.958506459208401225e+02,4.984163944384205820e+02
2.962667509080706054e+02,5.591948977714706643e+02
2.966828558953009747e+02,6.128426225785948418e+02
2.970989608825314008e+02,6.903451464443512577e+02
2.975150658697618837e+02,7.262751538893973020e+02
2.979311708569923098e+02,7.969975246384783532e+02
2.983472758442227359e+02,8.333689626483451320e+02
2.987633808314531620e+02,8.932911320831616422e+02
2.991794858186836450e+02,9.382961127106922277e+02
2.995955908059140711e+02,9.761559614619235390e+02
3.000116957931444972e+02,1.002476608091506478e+03
3.004278007803749233e+02,1.048451601492266036e+03
3.008439057676054063e+02,1.059492566626699045e+03
3.012600107548357755e+02,1.083805729374740622e+03
3.016761157420662016e+02,1.128651895837513393e+03
3.020922207292966846e+02,1.108591322189141010e+03
3.025083257165271107e+02,1.137903666141558460e+03
3.029244307037575368e+02,1.150666918452278878e+03
3.033405356909879629e+02,1.141764177936687474e+03
3.037566406782184458e+02,1.162755354045476906e+03
3.041727456654488719e+02,1.136823037805843796e+03
3.045888506526792980e+02,1.137907854492750175e+03
3.050049556399097241e+02,1.134778848754454657e+03
3.054210606271401502e+02,1.085659368190397345e+03
3.058371656143705763e+02,1.047732094430140933e+03
3.062532706016010025e+02,1.019941774698466020e+03
3.066693755888314854e+02,1.004897001870017448e+03
3.070854805760619115e+02,9.777554868702660542e+02
3.075015855632923376e+02,9.192037036839856228e+02
3.079176905505227637e+02,8.670588974767406398e+02
3.083337955377532467e+02,8.179648758038134702e+02
3.087499005249836728e+02,7.566123515586717758e+02
3.091660055122140989e+02,7.211750015437355614e+02
3.095821104994444681e+02,6.677756174531181159e+02
3.099982154866749511e+02,6.140780403794810809e+02
3.104143204739053772e+02,5.591591658728391394e+02
3.108304254611358033e+02,4.879138943499530114e+02
3.112465304483662862e+02,4.261202014785056917e+02
3.116626354355967123e+02,3.775360760698114291e+02
3.120787404228271384e+02,3.083971625422508964e+02
3.124948454100575645e+02,2.517511099590992387e+02
3.129109503972880475e+02,2.004561400188769937e+02
3.133270553845184736e+02,1.602595087133759648e+02
3.137431603717488997e+02,1.444343112182956759e+02
3.141592653589792690e+02,1.640066099386902465e+02
3.145753703462097519e+02,2.020045489118570288e+02
3.149914753334401780e+02,2.577447098205200859e+02
3.154075803206706041e+02,3.049359873436041539e+02
3.158236853079010871e+02,3.659656589906210797e+02
3.162397902951315132e+02,4.173541136379330396e+02
3.166558952823619393e+02,4.922068133002919126e+02
3.170720002695923654e+02,5.390712350961188122e+02
3.174881052568228483e+02,5.875816557160085267e+02
3.179042102440532744e+02,6.378824079044649125e+02
3.183203152312836437e+02,6.950584710790161580e+02
3.187364202185140698e+02,7.400373441653706550e+02
3.191525252057445527e+02,7.815660845103265046e+02
3.195686301929749789e+02,8.347995319352429533e+02
3.199847351802054050e+02,8.720372457590865451e+02
3.204008401674358879e+02,8.905344498893171021e+02
3.208169451546663140e+02,9.324062696986197807e+02
3.212330501418967401e+02,9.535476169536349289e+02
3.216491551291271662e+02,9.793177021968757572e+02
3.220652601163576492e+02,9.985499854048140378e+02
3.224813651035880753e+02,9.983763020390147176e+02
3.228974700908184445e+02,1.046205930451575341e+03
3.233135750780488706e+02,1.045262093670916556e+03
3.237296800652793536e+02,1.045045478984936835e+03
3.241457850525097797e+02,1.037048678953867693e+03
3.245618900397402058e+02,1.041614331734890357e+03
3.249779950269706887e+02,1.008693898578632229e+03
3.253941000142011148e+02,1.004692352148687633e+03
3.258102050014315409e+02,9.919894471510541507e+02
3.262263099886619671e+02,9.654555369259018107e+02
3.266424149758924500e+02,9.428269185814012872e+02
3.270585199631228193e+02,9.077705747976801831e+02
3.274746249503532454e+02,8.763425874447019623e+02
3.278907299375836715e+02,8.806551149924524680e+02
3.283068349248141544e+02,8.152707140417414848e+02
3.287229399120445805e+02,7.739360918971174215e+02
3.291390448992750066e+02,7.365144364047663430e+02
3.295551498865054896e+02,6.675300339670318408e+02
3.299712548737359157e+02,6.444468674286791838e+02
3.303873598609663418e+02,6.018618067213519680e+02
3.308034648481967679e+02,5.249155501823220220e+02
3.312195698354272508e+02,4.851063134994186044e+02
3.316356748226576201e+02,4.227239999958836734e+02
3.320517798098880462e+02,3.672567155940561179e+02
3.324678847971184723e+02,3.194166488131712640e+02
3.328839897843489553e+02,2.615982999703367682e+02
3.333000947715793814e+02,2.098671881984405445e+02
3.337161997588098075e+02,1.714064731075206112e+02
3.341323047460402904e+02,1.485447090492193922e+02
3.345484097332707165e+02,1.494091534949153299e+02
3.349645147205011426e+02,1.749062750219900408e+02
3.353806197077315687e+02,2.164899999946148057e+02
3.357967246949619948e+02,2.583851296883049713e+02
3.362128296821924209e+02,3.122765877098332794e+02
3.366289346694228470e+02,3.546135619320478440e+02
3.370450396566532731e+02,4.160958899028476026e+02
3.374611446438837561e+02,4.646952102013288481e+02
3.378772496311141822e+02,5.145550031608743211e+02
3.382933546183446083e+02,5.703440553565956179e+02
3.387094596055750912e+02,6.157345461829477244e+02
3.391255645928055173e+02,6.594079895438567291e+02
3.395416695800359435e+02,6.995743167319573104e+02
3.399577745672663127e+02,7.318902671741552695e+02
3.403738795544967957e+02,7.684269144264086435e+02
3.407899845417272218e+02,8.257995437305493169e+02
3.412060895289576479e+02,8.315418772771766953e+02
3.416221945161880740e+02,8.667004304529967840e+02
3.420382995034185569e+02,9.011563522125416057e+02
3.424544044906489830e+02,9.005503329436581907e+02
3.428705094778794091e+02,9.110204960389468170e+02
3.432866144651098921e+02,9.273095770378643010e+02
3.437027194523403182e+02,9.473178022875536044e+02
3.441188244395707443e+02,9.680927732737882252e+02
3.445349294268011136e+02,9.577115954061711136e+02
3.449510344140315965e+02,9.356372573114929310e+02
3.453671394012620226e+02,9.427438522481689915e+02
3.457832443884924487e+02,9.345119483590458458e+02
3.461993493757229317e+02,9.123823270257631748e+02
3.466154543629533578e+02,8.996105393411878595e+02
3.470315593501837839e+02,8.865085748095642657e+02
3.474476643374142100e+02,8.490015552371336298e+02
3.478637693246446929e+02,8.267128308228546985e+02
3.482798743118751190e+02,7.985883469524256952e+02
3.486959792991054883e+02,7.713840594940636493e+02
3.491120842863359144e+02,7.270923405828896193e+02
3.495281892735663973e+02,6.783530673467183760e+02
3.499442942607968234e+02,6.539880788640587070e+02
3.503603992480272495e+02,6.068795556001811065e+02
3.507765042352577325e+02,5.556534675521930922e+02
3.511926092224881586e+02,5.074347166329753236e+02
3.516087142097185847e+02,4.596251252522735058e+02
3.520248191969490108e+02,4.085366961945588287e+02
3.524409241841794937e+02,3.635036259104133478e+02
3.528570291714099199e+02,3.179813754933185805e+02
3.532731341586402891e+02,2.689701245069323932e+02
3.536892391458707152e+02,2.253850826621013255e+02
3.541053441331011982e+02,1.829322005299004843e+02
3.545214491203316243e+02,1.574987904913009515e+02
3.549375541075620504e+02,1.487223681022732933e+02
3.553536590947925333e+02,1.570238948205077918e+02
3.557697640820229594e+02,1.839416474509839077e+02
3.561858690692533855e+02,2.211756763423964003e+02
3.566019740564838116e+02,2.716512835695126000e+02
3.570180790437142946e+02,3.159062595853931725e+02
3.574341840309446638e+02,3.603810704107112883e+02
3.578502890181750900e+02,4.085157968900196579e+02
3.582663940054055161e+02,4.482043768646203716e+02
3.586824989926359990e+02,5.052854543585265787e+02
3.590986039798664251e+02,5.431561924002879778e+02
3.595147089670968512e+02,5.837174245665663648e+02
3.599308139543273342e+02,6.227563296938467374e+02
3.603469189415577603e+02,6.631424992528848179e+02
3.607630239287881864e+02,6.948973762981556774e+02
3.611791289160186125e+02,7.260754904500350904e+02
3.615952339032490954e+02,7.585823085051247290e+02
3.620113388904794647e+02,7.930394933328450406e+02
3.624274438777098908e+02,8.172504938935950349e+02
3.628435488649403169e+02,8.191221863378693797e+02
3.632596538521707998e+02,8.323470443986295777e+02
3.636757588394012259e+02,8.604614878137681444e+02
3.640918638266316520e+02,8.559533807423730423e+02
3.645079688138621350e+02,8.913626334777924285e+02
3.649240738010925611e+02,8.619464774720171363e+02
3.653401787883229872e+02,8.588217857983527210e+02
3.657562837755533565e+02,8.628392336293870812e+02
3.661723887627838394e+02,8.647463972633053118e+02
3.665884937500142655e+02,8.621014589601693388e+02
3.670045987372446916e+02,8.352840402213668085e+02
3.674207037244751177e+02,8.244291696932508557e+02
3.678368087117056007e+02,8.005961269808191219e+02
3.682529136989360268e+02,7.766444292256197741e+02
3.686690186861664529e+02,7.357260314673218318e+02
3.690851236733969358e+02,7.088276397478078934e+02
3.695012286606273619e+02,6.790527254865504574e+02
3.699173336478577880e+02,6.606796739993802703e+02
3.703334386350881573e+02,6.206051645413334654e+02
3.707495436223186402e+02,5.792059349433606030e+02
3.711656486095490664e+02,5.366413362754855143e+02
3.715817535967794925e+02,4.915757208703716969e+02
3.719978585840099186e+02,4.510366309919027117e+02
3.724139635712404015e+02,4.046429111052479470e+02
3.728300685584708276e+02,3.584788610681005139e+02
3.732461735457012537e+02,3.272397043238049150e+02
3.736622785329317367e+02,2.741371038049490494e+02
3.740783835201621628e+02,2.245538490538539236e+02
3.744944885073925320e+02,1.957426315590558374e+02
3.749105934946229581e+02,1.639032651487116254e+02
3.753266984818534411e+02,1.489217089247619867e+02
3.757428034690838672e+02,1.496287999032884670e+02
3.761589084563142933e+02,1.675417730073816358e+02
3.765750134435447194e+02,1.951339931914471038e+02
3.769911184307752023e+02,2.308985519685231793e+02
3.774072234180056284e+02,2.741167697281270534e+02
3.778233284052360546e+02,3.146675087713511516e+02
3.782394333924665375e+02,3.710374428465924552e+02
3.786555383796969636e+02,4.017534022150274495e+02
3.790716433669273329e+02,4.433891262596375782e+02
3.794877483541577590e+02,4.922837113929572865e+02
3.799038533413882419e+02,5.250141022565885578e+02
3.803199583286186680e+02,5.595840174650795689e+02
3.807360633158490941e+02,5.869132511037271343e+02
3.811521683030795202e+02,6.294856102087228464e+02
3.815682732903100032e+02,6.553387855932146522e+02
3.819843782775404293e+02,6.943374116749560017e+02
3.824004832647708554e+02,7.182202379304776514e+02
3.828165882520013383e+02,7.312421359998883190e+02
3.832326932392317076e+02,7.584173586149204311e+02
3.836487982264621337e+02,7.623588287956773684e+02
3.840649032136925598e+02,7.833919962155943040e+02
3.844810082009230428e+02,7.934090224819891546e+02
3.848971131881534689e+02,8.032584989708301464e+02
3.853132181753838950e+02,8.035579393015192409e+02
3.857293231626143211e+02,8.088894354243581120e+02
3.861454281498448040e+02,8.118474827566938075e+02
3.865615331370752301e+02,7.838186298352263748e+02
3.869776381243056562e+02,7.805735906539237021e+02
3.873937431115361392e+02,7.855715594470594851e+02
3.878098480987665084e+02,7.606145591492476115e+02
3.882259530859969345e+02,7.489113297061991261e+02
3.886420580732273606e+02,7.196043407141567059e+02
3.890581630604578436e+02,7.087624244374402451e+02
3.894742680476882697e+02,6.750792356326769550e+02
3.898903730349186958e+02,6.544056490941817401e+02
3.903064780221491219e+02,6.146079175515900488e+02
3.907225830093796048e+02,5.820119355131029124e+02
3.911386879966100310e+02,5.457566061991730066e+02
3.915547929838404571e+02,5.142033633408040032e+02
3.919708979710708832e+02,4.831898392753815870e+02
3.923870029583013093e+02,4.414039769158760009e+02
3.928031079455317354e+02,4.036852577960010535e+02
3.932192129327621615e+02,3.565207185888777417e+02
3.936353179199926444e+02,3.170077704369390403e+02
3.940514229072230705e+02,2.744338592386532127e+02
3.944675278944534966e+02,2.411883067970969137e+02
3.948836328816839227e+02,2.032022530368242883e+02
3.952997378689144057e+02,1.722133223692513582e+02
3.957158428561448318e+02,1.547358542611289351e+02
3.961319478433752010e+02,1.433228858422404244e+02
3.965480528306056840e+02,1.528342363712292524e+02
3.969641578178361101e+02,1.747587125486992647e+02
3.973802628050665362e+02,2.055935769686499270e+02
3.977963677922969623e+02,2.396814128255287244e+02
3.982124727795274453e+02,2.755872524373514807e+02
3.986285777667578714e+02,3.146106963508158287e+02
3.990446827539882975e+02,3.622606891903463406e+02
3.994607877412187236e+02,3.895254168897664044e+02
3.998768927284492065e+02,4.373932878828940716e+02
4.002929977156796326e+02,4.788649697615982177e+02
4.007091027029100019e+02,5.092062395088531730e+02
4.011252076901404848e+02,5.401054185421980947e+02
4.015413126773709109e+02,5.754720458721761815e+02
4.019574176646013370e+02,5.986236377194252327e+02
4.023735226518317631e+02,6.118131338603216136e+02
4.027896276390622461e+02,6.490920844647798731e+02
4.032057326262926722e+02,6.654557499642189669e+02
4.036218376135230983e+02,6.916603110955154534e+02
4.040379426007535812e+02,7.065696538019900572e+02
4.044540475879840074e+02,7.093189744462439421e+02
4.048701525752143766e+02,7.349701092301229437e+02
4.052862575624448027e+02,7.329958925769424241e+02
4.057023625496752857e+02,7.322225310581203530e+02
4.061184675369057118e+02,7.430957566380646995e+02
4.065345725241361379e+02,7.339782286066611050e+02
4.069506775113665640e+02,7.511751331362610244e+02
4.073667824985970469e+02,7.328798530715663446e+02
4.077828874858274730e+02,7.291726463401810179e+02
4.081989924730578991e+02,7.142219235903032768e+02
4.086150974602883821e+02,7.076839904677071900e+02
4.090312024475188082e+02,6.891851494464353891e+02
4.094473074347491774e+02,6.719849161927622845e+02
4.098634124219796036e+02,6.437550766933097748e+02
4.102795174092100865e+02,6.123050106842511013e+02
4.106956223964405126e+02,5.932722100413469661e+02
4.111117273836709387e+02,5.505225765422545692e+02
4.115278323709013648e+02,5.284952491246892805e+02
4.119439373581318478e+02,4.982594809519083014e+02
4.123600423453622739e+02,4.651840982590643421e+02
4.127761473325927000e+02,4.270682756407507554e+02
4.131922523198231829e+02,3.948609129823808530e+02
4.136083573070535522e+02,3.537999736991408213e+02
4.140244622942839783e+02,3.181435175790438166e+02
4.144405672815144044e+02,2.832565292669301584e+02
4.148566722687448873e+02,2.446224358749199723e+02
4.152727772559753134e+02,2.109559386273722339e+02
4.156888822432057395e+02,1.809341744861863219e+02
4.161049872304361656e+02,1.587240155356593618e+02
4.165210922176666486e+02,1.463472031463616361e+02
4.169371972048970747e+02,1.493206965556558430e+02
4.173533021921275008e+02,1.632179599217728310e+02
4.177694071793579838e+02,1.869738514996624588e+02
4.181855121665883530e+02,2.174160975705968610e+02
4.186016171538187791e+02,2.455127160479592305e+02
4.190177221410492052e+02,2.813965524579757584e+02
4.194338271282796882e+02,3.149881606017825675e+02
4.198499321155101143e+02,3.541783725141084460e+02
4.202660371027405404e+02,3.955232553913135121e+02
4.206821420899709665e+02,4.183433062862091560e+02
4.210982470772014494e+02,4.452363229829489910e+02
4.215143520644318755e+02,4.871715210491876746e+02
4.219304570516623016e+02,5.177620966798480140e+02
4.223465620388927277e+02,5.477912584457492358e+02
4.227626670261231538e+02,5.683819593221035120e+02
4.231787720133535800e+02,5.886125698243047282e+02
4.235948770005840061e+02,6.150895702515354060e+02
4.240109819878144890e+02,6.324876208622760032e+02
4.244270869750449151e+02,6.504751866383687684e+02
4.248431919622753412e+02,6.745434066730875884e+02
4.252592969495057673e+02,6.714531617282607385e+02
4.256754019367362503e+02,6.909744258578053859e+02
4.260915069239666764e+02,6.943361831663678458e+02
4.265076119111970456e+02,6.870597827493126033e+02
4.269237168984275286e+02,6.842011047208791297e+02
4.273398218856579547e+02,6.829743155206178926e+02
4.277559268728883808e+02,6.852238279985525651e+02
4.281720318601188069e+02,6.919567961254555257e+02
4.285881368473492898e+02,6.766667150631634513e+02
4.290042418345797159e+02,6.548657745844535611e+02
4.294203468218101420e+02,6.374204264044057027e+02
4.298364518090405682e+02,6.263912403297651963e+02
4.302525567962710511e+02,6.056896898783268171e+02
4.306686617835014772e+02,5.928898867082676816e+02
4.310847667707318465e+02,5.645289703502357952e+02
4.315008717579623294e+02,5.371801511814898049e+02
4.319169767451927555e+02,5.070421386311068659e+02
4.323330817324231816e+02,4.775341256302979787e+02
4.327491867196536077e+02,4.496281322324055623e+02
4.331652917068840907e+02,4.152189147277777579e+02
4.335813966941145168e+02,3.838202149341822746e+02
4.339975016813449429e+02,3.513148285013954251e+02
4.344136066685753690e+02,3.167373267061629463e+02
4.348297116558058519e+02,2.864946461349084075e+02
4.352458166430362212e+02,2.506786765532327479e+02
4.356619216302666473e+02,2.215393605999401814e+02
4.360780266174971302e+02,1.892873159876202749e+02
4.364941316047275564e+02,1.658427546169096161e+02
4.369102365919579825e+02,1.497366306184120504e+02
4.373263415791884086e+02,1.454020756974622941e+02
4.377424465664188915e+02,1.537078399394254404e+02
4.381585515536493176e+02,1.668696142373241287e+02
4.385746565408797437e+02,1.914326821745683276e+02
4.389907615281101698e+02,2.205955715953332970e+02
4.394068665153406528e+02,2.552452151764653934e+02
4.398229715025710220e+02,2.855760885038035326e+02
4.402390764898014481e+02,3.203730932797623723e+02
4.406551814770319311e+02,3.538332011093945653e+02
4.410712864642623572e+02,3.815406610281085023e+02
4.414873914514927833e+02,4.116409829473487889e+02
4.419034964387232094e+02,4.420330804305364722e+02
4.423196014259536923e+02,4.631832668064600398e+02
4.427357064131841184e+02,4.940817139619936142e+02
4.431518114004145446e+02,5.227601493597120452e+02
4.435679163876449707e+02,5.471892336326304758e+02
4.439840213748753968e+02,5.651452816083975677e+02
4.444001263621058229e+02,5.796877144706095351e+02
4.448162313493362490e+02,5.890202144147343688e+02
4.452323363365667319e+02,6.183210888676679815e+02
4.456484413237971580e+02,6.322910879141641090e+02
4.460645463110275841e+02,6.390663490869940233e+02
4.464806512982580102e+02,6.336477019992966007e+02
4.468967562854884932e+02,6.547864518419870592e+02
4.473128612727189193e+02,6.565071928165253894e+02
4.477289662599493454e+02,6.498529826682162138e+02
4.481450712471797146e+02,6.570411282689231030e+02
4.485611762344101976e+02,6.427386541253226824e+02
4.489772812216406237e+02,6.260722858250268246e+02
4.493933862088710498e+02,6.191583805267872549e+02
4.498094911961015328e+02,6.132474014288607123e+02
4.502255961833319589e+02,6.063335798516438899e+02
4.506417011705623850e+02,5.770443286502953697e+02
4.510578061577928111e+02,5.542969301312036805e+02
4.514739111450232940e+02,5.334493526660876341e+02
4.518900161322537201e+02,5.213575539138973909e+02
4.523061211194841462e+02,4.992841229530505984e+02
4.527222261067145723e+02,4.615219805193235061e+02
4.531383310939449984e+02,4.385976010626759489e+02
4.535544360811754245e+02,4.043564527256345968e+02
4.539705410684058506e+02,3.745218313489504567e+02
4.543866460556363336e+02,3.408827799326335821e+02
4.548027510428667597e+02,3.202533073361014999e+02
4.552188560300971858e+02,2.816425759386888217e+02
4.556349610173276119e+02,2.573726566245118192e+02
4.560510660045580948e+02,2.277458353086669263e+02
4.564671709917885210e+02,1.948867253939508259e+02
4.568832759790188902e+02,1.716194927292397097e+02
4.572993809662493732e+02,1.536636186119822867e+02
4.577154859534797993e+02,1.449259200197564041e+02
4.581315909407102254e+02,1.481743862174797357e+02
4.585476959279406515e+02,1.546806102438131347e+02
4.589638009151711344e+02,1.770740927133875857e+02
4.593799059024015605e+02,2.024252656742922625e+02
4.597960108896319866e+02,2.271635878984315298e+02
4.602121158768624127e+02,2.587872509065109625e+02
4.606282208640928957e+02,2.821320144329451409e+02
4.610443258513233218e+02,3.187708018481833960e+02
4.614604308385536910e+02,3.462210653267497946e+02
4.618765358257841740e+02,3.683429418176787635e+02
4.622926408130146001e+02,4.037410165216597306e+02
4.627087458002450262e+02,4.306167447511645605e+02
4.631248507874754523e+02,4.519300728437514749e+02
4.635409557747059353e+02,4.791061813562520229e+02
4.639570607619363614e+02,5.044127401020799084e+02
4.643731657491667875e+02,5.200341384789164749e+02
4.647892707363972136e+02,5.405105841637708863e+02
4.652053757236276965e+02,5.608601451844314170e+02
4.656214807108580658e+02,5.774667539413650275e+02
4.660375856980884919e+02,5.859159101928411246e+02
4.664536906853189748e+02,5.811690803156069478e+02
4.668697956725494009e+02,5.982636908408200043e+02
4.672859006597798270e+02,6.147833244207710095e+02
4.677020056470102531e+02,6.120978877631808928e+02
4.681181106342407361e+02,6.110041257719149144e+02
4.685342156214711622e+02,6.024857235418207893e+02
4.689503206087015883e+02,6.107458778611122625e+02
4.693664255959320144e+02,5.999520185357660012e+02
4.697825305831624974e+02,5.881098214052369713e+02
4.701986355703928666e+02,5.733195315600549975e+02
4.706147405576232927e+02,5.686484873052980902e+02
4.710308455448537757e+02,5.492787975545462587e+02
4.714469505320842018e+02,5.303449177084793291e+02
4.718630555193146279e+02,5.086559100228373040e+02
4.722791605065450540e+02,4.937728127429237475e+02
4.726952654937755369e+02,4.779629689516040685e+02
4.731113704810059630e+02,4.579717741965663436e+02
4.735274754682363891e+02,4.236392475966944744e+02
4.739435804554668152e+02,3.939963335923165459e+02
4.743596854426972413e+02,3.749971529222920594e+02
4.747757904299276674e+02,3.471749646629614290e+02
4.751918954171580936e+02,3.105012383623801497e+02
4.756080004043885765e+02,2.837163642097107754e+02
4.760241053916190026e+02,2.568295862687784279e+02
4.764402103788494287e+02,2.272984805391196801e+02
4.768563153660798548e+02,2.011758573290710785e+02
4.772724203533103378e+02,1.795360815763096127e+02
4.776885253405407639e+02,1.602222406286828971e+02
4.781046303277711900e+02,1.494148607791368590e+02
4.785207353150015592e+02,1.465813261996717074e+02
4.789368403022320422e+02,1.498278127907314001e+02
4.793529452894624683e+02,1.654940063433389241e+02
4.797690502766928944e+02,1.853730410635908186e+02
4.801851552639233773e+02,2.084032668170210627e+02
4.806012602511538034e+02,2.319096930821124261e+02
4.810173652383842295e+02,2.569957751825064634e+02
4.814334702256146556e+02,2.877581478964671646e+02
4.818495752128451386e+02,3.130936235057079671e+02
