Wavelength (um), Flux (#/m2/s/um)
0.7310000406133866,3.938788611026137e+21
0.7320000405772492,4.25039799756602e+21
0.7330000405407455,4.414136744313321e+21
0.7340000405038732,4.5661127718684726e+21
0.7350000404666301,4.506102137310371e+21
0.7360000404290136,4.4681419396088033e+21
0.7370000403910212,4.4667923548872104e+21
0.7380000403526508,4.5583020876601455e+21
0.7390000403138999,4.4290627746081155e+21
0.7400000402747658,4.5430880947275463e+21
0.7410000402352463,4.5316949362465817e+21
0.742000040195339,4.5396780916388864e+21
0.7430000401550413,4.6400528949352574e+21
0.7440000401143505,4.6830025187223604e+21
0.7450000400732644,4.687046472031522e+21
0.7460000400317802,4.683197935052318e+21
0.7470000399898955,4.692107861861024e+21
0.7480000399476078,4.669771023523314e+21
0.7490000399049141,4.659423435890824e+21
0.7500000398618122,4.659603191414023e+21
0.7510000398182993,4.645022410978211e+21
0.7520000397743728,4.6678642462603765e+21
0.75300003973003,4.649810928009537e+21
0.7540000396852682,4.714439956229333e+21
0.7550000396400848,4.7066295514026727e+21
0.7560000395944768,4.6553958595443037e+21
0.7570000395484416,4.6573617054529974e+21
0.7580000395019767,4.691751288934053e+21
0.7590000394550791,4.564209441061415e+21
0.7600000394077459,1.0180008664452825e+21
0.7610000393599743,5.899658356158192e+20
0.7620000393117616,2.638012512201576e+21
0.7630000392631048,1.4578989485638497e+21
0.7640000392140012,2.0723338577018044e+21
0.7650000391644477,2.642043505904757e+21
0.7660000391144414,3.1413957308772584e+21
0.7670000390639794,3.761584477319595e+21
0.7680000390130589,4.306326308391011e+21
0.7690000389616767,4.366130606331503e+21
0.7700000389098297,4.499724986312363e+21
0.7710000388575152,4.535842753085905e+21
0.77200003880473,4.5774799231745933e+21
0.7730000387514709,4.580685132837527e+21
0.774000038697735,4.586610776833118e+21
0.7750000386435191,4.5925364184121465e+21
0.7760000385888199,4.609009539111913e+21
0.7770000385336345,4.587177055667646e+21
0.7780000384779597,4.587597379731044e+21
0.7790000384217922,4.613886013970233e+21
0.7800000383651289,4.569155339306779e+21
0.7810000383079662,4.563611234228306e+21
0.7820000382503012,4.5911060352453826e+21
0.7830000381921305,4.578056560278603e+21
0.7840000381334505,4.553118512455082e+21
0.7850000380742583,4.578684735523124e+21
0.7860000380145503,4.5868913075348733e+21
0.7870000379543233,4.5364685388652326e+21
0.7880000378935735,4.484712733397533e+21
0.7890000378322979,4.4713385420281023e+21
0.7900000377704925,4.339005147289773e+21
0.7910000377081544,4.403430708676133e+21
0.7920000376452797,4.3671336582055047e+21
0.793000037581865,4.3415094359953365e+21
0.7940000375179066,4.385755731768642e+21
0.7950000374534011,4.3752706033816877e+21
0.7960000373883447,4.304637844565361e+21
0.7970000373227338,4.3786538848784126e+21
0.7980000372565649,4.467705822332164e+21
0.799000037189834,4.3864233807253487e+21
0.8000000371225376,4.3194217187319874e+21
0.8010000370546719,4.37240218678085e+21
0.8020000369862331,4.3831091594020405e+21
0.8030000369172173,4.3081304269619163e+21
0.8040000368476209,4.3640880625956406e+21
0.8050000367774397,4.273472350464806e+21
0.80600003670667,4.4528473941336465e+21
0.807000036635308,4.411652607209503e+21
0.8080000365633494,4.401662293518906e+21
0.8090000364907907,4.2959276059315483e+21
0.8100000364176274,4.305722875127765e+21
0.8110000363438558,4.3004233418945876e+21
0.8120000362694716,4.1974015302407427e+21
0.8130000361944708,4.128082623851521e+21
0.8140000361188494,3.702730032802881e+21
0.8150000360426031,3.6731021606417004e+21
0.8160000359657276,3.418527293458937e+21
0.8170000358882188,3.503616565948638e+21
0.8180000358100725,3.3874970197445323e+21
0.8190000357312843,3.732192868980736e+21
0.82000003565185,3.5579669221909683e+21
0.8210000355717653,4.1234029961628803e+21
0.8220000354910255,3.9377853898273655e+21
0.8230000354096264,2.787236782475964e+21
0.8240000353275636,3.878880364013588e+21
0.8250000352448327,4.025998787103085e+21
0.8260000351614288,3.8830967045971216e+21
0.8270000350773478,4.099455268695367e+21
0.8280000349925847,3.5422819155397003e+21
0.8290000349071353,3.878377392884378e+21
0.8300000348209945,3.8275255808598695e+21
0.8310000347341581,3.865227000347715e+21
0.8320000346466209,3.745650425331855e+21
0.8330000345583783,4.01115045405319e+21
0.8340000344694258,3.9220039997419385e+21
0.8350000343797582,4.217083181876379e+21
0.8360000342893708,4.0922582225464197e+21
0.8370000341982586,4.2524645482607857e+21
0.8380000341064168,4.2145573323235415e+21
0.8390000340138403,4.229258344231789e+21
0.840000033920524,4.29519145776762e+21
0.8410000338264629,4.2765957056788274e+21
0.8420000337316521,4.2262802817525434e+21
0.8430000336360864,4.266395109568624e+21
0.8440000335397604,4.1907710579855395e+21
